ori,trip,f_size,mrt_km_o,cycle_km_o,smooth_entro_o,ori_far_pc1,ori_far_pc2
7503,191,39.59090909,1.42,0,0.564575034,-1.443006109,-0.249687316
7504,197,25.45454545,1.65,0,0.35547272,0.680644598,-0.487689007
7507,188,36.5,1.11,0.27,0.665264615,-1.111032803,-0.09270979
7508,254,58.81818182,1.41,0,0.62726805,-2.337094982,-0.181365674
7509,197,47.04545455,1.74,0.17,0.356207187,-1.58783744,-0.127187272
7681,236,45.81818182,2.13,0.18,0.327103576,-1.38464653,-0.112494648
7682,412,56.04545455,1.4,0.53,0.654525303,-1.966700307,-0.154582638
7683,224,36.5,1.17,0.27,0.282287517,-1.692316541,0.214720652
7684,321,42,0.87,0.01,0.710945441,1.097883308,3.048260193
7686,256,28.54545455,0.39,0.00655,0.288983099,-1.2386421,0.286642938
7688,197,29.09090909,1.08,0,0.534310781,-1.947909799,-0.153223906
7689,221,37.40909091,1.58,0.17,0.5586883,-1.943280645,-0.152889175
7691,193,34.63636364,2.11,0,0.807365727,0.396761205,-0.360820711
7797,196,59.13636364,1.55,0,0.314879831,0.850261207,-0.635334466
7830,448,38.81818182,0.41,0,0.479523759,0.086894215,0.086985919
7835,234,44.27272727,0.35,0,0,1.799505364,-1.02530197
7836,246,62,0.94,0,0.500698736,-0.408622576,-0.590575515
7862,303,51.18181818,2.07,0.5,0.732018783,-2.708477959,-0.208220173
7863,322,35.18181818,1.27,0.07,0.356207187,-2.010940691,-0.157781636
7864,310,39.04545455,0.64,0.25,0.684604601,0.945438491,2.773170185
7868,190,26.13636364,1.17,0.27,0.657367174,-1.657153076,-0.132199447
7869,448,77.81818182,1.58,0.37,0.761169412,-1.446356584,0.028500502
7870,233,56.36363636,1.83,0.25,0.327103576,-1.978930044,-0.155466963
7871,198,40.45454545,2.18,0.22,0.779638463,-1.380516621,-0.016482847
7973,311,32.86363636,0.19,0,0.647435008,0.333589901,-0.959698656
7975,203,37.59090909,1.22,0,0.319247352,-1.234580457,-0.101643453
7976,268,57.27272727,1.27,0,0.327103576,-1.359129521,0.10310175
8006,278,31,1.03,0,0,-1.653177038,-0.151403419
8009,203,23.95454545,1.06,0,0.267155391,1.37664198,-1.032235267
8016,272,52.5,0.31,0,0.356207187,2.280051694,-1.711495746
8018,434,46.90909091,1.02,0,0.397356275,0.887327337,2.224311605
8019,386,32.77272727,0.15,0,0.655678106,0.201752623,2.445914002
8041,294,45.04545455,1.98,0.35,0.689879866,-1.399710961,-0.113583949
8042,249,44.54545455,1.57,0.44,0.779638463,-1.522731713,-0.122479512
8153,257,29.77272727,1.3,0,0.288983099,-0.93569153,-0.092433612
8156,229,38.63636364,1.29,0,0.616838126,-0.752642993,-0.094002943
8192,243,40.31818182,1,0,0.755846038,-1.489876519,0.051113988
8221,193,26.63636364,2.3,0,0.673797415,-0.628252186,0.344561213
8222,241,42.90909091,1.66,0.04,0.617987868,-2.279812308,-0.177223595
8326,273,30.90909091,0.67,0,0.575368655,-0.275935379,-0.029118261
8502,190,20.13636364,0.52,0.02,0.356207187,0.199959186,-0.292758708
8553,203,32.31818182,1.69,0,0.637585601,-0.316595987,0.04312703
8589,457,37.54545455,1.68,0.34,0.536177597,2.4583436,-1.579202969
8674,354,40.95454545,0.32,0,0.488342455,-2.466643075,-0.190733225
8676,346,48.59090909,0.84,0,0.328397413,-0.613227685,2.437173788
8853,260,32.54545455,1.69,0,0.618390341,-3.726723467,-0.281848948
8854,220,32.59090909,0.85,0,0.534310781,-3.18794541,-0.242890202
8857,283,40.68181818,0.46,0,0.460633585,-0.290430282,-0.033372471
8924,204,26.95454545,0.7,0,0.533114196,0.182041861,0.365681583
9050,359,35.27272727,1.12,0,0.627887192,0.300727243,0.763841934
9051,316,34.90909091,0.4,0,0.488342455,0.171346618,0.334354293
9089,337,30.63636364,0.31,0,0.665264615,-1.678193291,-0.133720854
9097,223,43.5,0.4,0,0.667058384,-1.536520659,-0.123476583
9277,460,59.09090909,0.44,0,0.542121726,1.137679995,-0.938091362
9458,198,22.45454545,0.72,0,0.595900996,0.597014362,-0.327017366
9464,193,37.04545455,0.55,0,0.462640092,-1.301335729,-0.10647049
9486,294,42.36363636,0.3,0,0.411068712,1.728560142,-1.289514951
9615,237,31.63636364,0.98,0,0.736809681,0.680118299,-0.420385135
9636,243,37.90909091,0.89,0,0.667935156,2.14867326,-1.632583993
9645,300,42.40909091,0.18,0,0.162486812,0.202634793,0.426000058
9660,205,18.63636364,0.27,0,0.675066378,1.131259773,3.219795597
9666,210,25.31818182,1.29,0,0.487821873,0.616568581,-0.438660425
9780,195,32.45454545,1.95,0,0.452221407,-0.216562877,-0.212572453
9814,209,32.68181818,0.89,0,0.684604601,-1.161051325,-0.096326602
9815,197,31.45454545,0.51,0,0.542121726,-0.05155448,-0.407398736
9988,221,19.5,0.09,0,0.650961202,0.724593542,1.253685357
9994,270,40.86363636,0.57,0,0.484629607,-1.760480128,-0.13967097
9996,234,31.81818182,0.67,0,0.542121726,-0.188258653,-0.084400839
9997,223,38.13636364,1.8,0,0.62726805,-1.14225991,-0.078267966
10010,325,37.86363636,1.22,0,0.399536501,-0.435817769,-0.009368165
10013,236,29,0.21,0,0.444388502,1.5313639,-0.962202654
10175,194,29.22727273,0.82,0,0.528490058,-0.552531771,0.357563643
10182,509,79.81818182,0.71,0,0.717092253,0.202956269,0.411793696
10183,217,33.68181818,0.8,0,0.623362577,-0.368543119,-0.179966498
10319,259,26.40909091,0.31,0,0.775555689,-1.040138495,0.648486493
10362,241,43,0.31,0,0.356207187,0.687968262,0.437665989
10367,251,48.09090909,0.73,0,0.660902734,0.784473391,2.625430333
10504,294,37.5,2.23,0,0.594597513,0.319443885,-0.03785891
10535,200,17.36363636,0.85,0,0.488139357,0.176376325,0.349086741
10538,388,53.59090909,0.12,0,0.153724875,-0.520052272,-0.049976311
10722,192,105.6818182,0.97,0,0.673609559,-0.219887518,0.497702342
10725,318,26.13636364,0.36,0.1,0.327103576,-0.055954424,-0.01641765
10868,409,43.18181818,0.26,0,0.565221953,0.784417499,2.073663912
10890,199,30.27272727,0.25,0,0.624329779,-0.33060444,0.031232543
10895,192,23.40909091,0.08,0,0.684604601,-0.414070972,-0.091103469
10902,237,44.27272727,0.32,0,0.556138489,-0.178708276,0.773452905
10922,367,54.04545455,2.63,0,0.375451663,0.104841975,0.139556457
11039,197,31.36363636,2.12,0,0.770349378,-0.424330978,0.893273199
11051,478,88.27272727,0.23,0,0.491408779,-0.244750002,0.454743787
11231,340,53.22727273,0.8,0,0.632573721,-1.956016279,0.064441496
11259,363,40.63636364,0.3,0,0.460109973,1.146665598,3.191147728
11274,318,26.95454545,3.16,0,0.436138101,0.130772481,0.215509148
11407,308,30.77272727,0.95,0,0.511289606,0.088206627,0.090830088
11439,246,35.59090909,1.64,0,0.534310781,1.087188134,-0.727254789
11594,241,37.63636364,0.97,0,0.412053225,-0.132212101,0.040213627
11595,220,34.77272727,1.13,0,0.767854127,-0.172045281,-0.024812117
11596,209,45.95454545,1.09,0,0.288983099,-0.113090574,-0.020549134
11774,346,46.45454545,0.16,0,0.735054407,0.096648644,-0.301103326
11775,297,42.36363636,1.08,0,0.327103576,-2.05439865,-0.203486171
11776,268,47.5,0.85,0,0.49113259,-0.500228117,-0.040925757
11777,227,32.09090909,0.65,0,0.356207187,-0.512340982,-0.049418712
11781,209,31.31818182,1.06,0,0.65008211,2.68660414,-2.001209284
11782,250,33.04545455,1.19,0,0.74368909,1.932503688,-1.705961253
11783,248,26.72727273,1.63,0,0.40720034,1.346135055,-0.076289509
11954,192,24.40909091,0.59,0,0.426778036,1.195453398,-0.210581022
11958,459,67.90909091,0.63,0,0.65610414,0.622249604,-0.458578272
11965,195,20.31818182,1.29,0,0.596217788,1.656491582,-1.234370774
11966,194,17.81818182,1.04,0,0.476209926,3.644556782,-0.977813316
11974,241,16.54545455,0.69,0,0.436138101,0.1566466,0.291296672
12133,199,24.40909091,1.11,0,0.369529783,0.744455374,0.738887778
12134,261,39,1.53,0,0.60843702,0.290000809,2.057881299
12138,208,38.68181818,0.51,0,0.673609559,-0.653051466,-0.05959341
12142,233,25.22727273,0.48,0,0.706086965,-1.022260683,0.537916033
12154,398,48.36363636,0.65,0,0.453825998,0.229812235,0.505605129
12322,362,44.63636364,0.62,0,0.390330145,0.508548287,-0.362236413
12336,327,28,1.51,0,0.592906072,0.262037448,0.599995559
12511,313,25.09090909,0.28,0.15,0.71050999,1.891594389,4.634169855
12517,241,24.31818182,1.98,0,0.712414374,0.111682679,0.159593469
12691,332,40.86363636,0.25,0,0.61957035,0.557403999,0.479430041
12692,192,17.31818182,0.8,0.26,0.670397994,0.386127612,0.648357998
12698,193,17.95454545,2.08,0,0.65008211,0.177280431,0.351734946
13032,246,34.31818182,0.52,0,0.643938379,1.978919896,5.628892366
