ori,trip,f_size,mrt_km_o,cycle_km_o,smooth_entro_o,ori_far_pc1,ori_far_pc2
2403,123,43.04545455,0.98,0,0.757515359,-0.971083871,-0.082590159
2404,131,19.95454545,1.38,0,0.356207187,-0.160462203,-0.023974551
2406,139,18.40909091,0.74,0,0.572217788,-1.040532963,-0.087611985
2408,172,21.90909091,1.33,0,0.17292979,-1.419390568,-0.115006971
2409,167,22.68181818,1.64,0,0.356207187,-1.740977972,-0.138260779
2410,181,25.68181818,1.74,0,0.559943361,-1.484691032,-0.119728811
2411,113,14.5,1.53,0,0.55334838,-0.924359642,-0.133852255
2422,173,57.54545455,1.41,0,0.663908356,-2.005446016,-0.157384319
2423,170,34.68181818,1.27,0.39,0.592906072,-1.955044838,-0.153739837
2424,126,22.59090909,0.83,0.27,0.519758975,-0.270596668,-0.009753289
2425,153,18.95454545,0.98,0.53,0.266454715,-1.927306793,-0.151734114
2426,128,18.63636364,1.22,0.15,0.674999988,-1.685840807,-0.134273841
2428,149,27.77272727,1.56,0,0.356207187,0.065394626,0.199328435
2585,98,17.09090909,1.37,0,0.356207187,-0.834268871,-0.107261915
2586,99,17.27272727,1.24,0,0.600378415,0.491550275,-0.771795181
2587,163,26.31818182,0.96,0,0.57912684,0.323975935,-0.513222473
2588,118,14.13636364,1.22,0,0.34585958,-0.921136405,-0.078978485
2591,105,17.81818182,1.9,0,0.564575034,0.889760032,-0.898384627
2602,176,39.31818182,1.29,0,0.73575411,-0.856694616,-0.057993943
2603,168,26.18181818,1.05,0.44,0.519758975,-1.729358874,0.078655759
2608,186,29.90909091,1.29,0.26,0.525443371,-0.371033077,-0.039200815
2763,95,15.04545455,1.42,0,0.623362577,0.603409906,-0.418631967
2765,79,9.590909091,1.79,0,0.791519175,0.877603044,-0.715354806
2769,187,27.95454545,2.21,0,0.789983774,-2.131468751,-0.166496954
2770,87,21.86363636,2.36,0,0.638494704,-0.652658353,-0.059564984
2782,115,19.13636364,1.09,0,0.6287935,-1.412647821,-0.116934606
2783,81,10.18181818,0.97,0.28,0.356207187,-0.938940977,0.058085132
2787,140,19.68181818,1.01,0.15,0.436138101,-1.252045108,-0.102906312
2789,136,22.31818182,2.18,0.27,0.683310763,-1.73668152,-0.137950105
2790,75,21.5,2.09,0,0.720173358,-0.766040119,-0.067763558
2962,73,12.13636364,1.46,0,0.770112166,-1.135574488,-0.094484385
2964,127,19.04545455,1.27,0,0.43627036,-2.369238729,-0.18368997
2965,155,14.63636364,1.01,0,0.601805726,-0.386189955,-0.040296801
2966,152,16.81818182,0.88,0.18,0.495892847,-0.129274055,-0.021719353
2967,175,27.59090909,1.13,0.18,0.60321907,0.081524502,0.071257568
2968,159,41.86363636,1.49,0.33,0.288983099,-1.03787253,-0.08741961
3143,63,9.409090909,1.01,0,0.356207187,-0.053293544,-0.016225244
3148,175,30.04545455,1.66,0.35,0.486146931,-0.959322508,-0.081739701
3149,153,46.86363636,1.75,0.28,0.782808242,-0.960696078,-0.205460701
3324,99,13.86363636,1.02,0,0.327103576,-1.858992654,-0.146794356
3327,111,19,1.73,0.19,0.559583892,-0.838933122,-0.073034411
3328,157,34.90909091,1.91,0.29,0.683310763,-0.364675564,-0.038741107
3329,164,36.86363636,2.66,0,0.733364305,-1.376678419,-0.111918479
3509,170,50.04545455,2.23,0,0.210758096,1.367882022,-1.013537487
3685,182,25.54545455,1.49,0.37,0.722206264,-1.892701672,0.085058836
3686,88,13.54545455,1.43,0.4,0.34585958,-0.470436813,-0.046388645
3688,86,14.36363636,2.07,0,0.49113259,0.060918465,0.010900708
3863,169,25.27272727,1.23,0,0.49113259,0.269273664,0.213403775
3864,83,18.22727273,1.5,0.35,0.654207152,-0.54043689,-0.097909863
3865,76,8,1.62,0.03,0.327103576,1.035536829,-0.886120236
4011,77,48.31818182,2.41,0,0.249294399,0.07468069,0.051211451
4043,67,7.363636364,1.61,0.18,0.245566295,0.164860254,-0.093030037
4044,96,17.5,2.01,0.1,0.327103576,0.086841689,-0.033333136
4191,79,33.27272727,2.16,0,0.195541515,0.379808888,0.944958266
4372,137,33.5,1.38,0,0.327103576,-2.025907332,-0.158863865
4373,120,31.59090909,1.04,0,0.534310781,-2.015239593,-0.158092487
4374,121,20,2.85,0,0.34585958,-0.550953455,-0.052210759
4428,62,8.090909091,0.57,0,0.789540959,-1.343872211,-0.173060479
4429,167,17,0.25,0,0.699729165,0.769279099,-0.827316623
4431,109,11.04545455,0.53,0,0.855470563,-1.573578945,-0.126156248
4432,61,6.272727273,0.3,0,0.728791045,-2.098912172,-0.164142805
4433,186,32.86363636,0.64,0,0.67880233,-0.163851665,-0.024219641
4551,147,16.04545455,1.1,0,0.656265789,-0.873108172,-0.07550559
4608,95,10.31818182,0.71,0,0.49113259,1.664597783,-1.240637865
4609,91,10.54545455,0.74,0,0.726795667,-0.377911997,-0.039698226
4611,60,6.954545455,0.65,0,0.327103576,-1.632867468,-0.500421851
4612,90,10.13636364,0.65,0,0.801466171,0.148698658,-0.301501904
4613,73,10.09090909,0.89,0,0.695608352,-1.277437565,-0.104742427
4614,142,22.59090909,0.27,0,0.657714965,-0.222603587,-0.02846796
4731,130,15.36363636,0.71,0,0.595288285,-1.253319696,-0.102998477
4733,109,18.68181818,0.77,0,0.128577988,2.055633137,-2.535237161
4791,138,17.5,0.46,0,0.481465348,-3.020318595,-0.230769198
4792,85,12.22727273,0.6,0,0.684604601,-3.335960667,-0.25433726
4793,65,10.63636364,0.86,0,0.52590777,-1.366805537,-0.111204576
4795,108,20.27272727,0.54,0,0.765580219,-0.550588237,-0.980426519
4911,141,16.40909091,0.4,0,0.534310781,-1.207809511,-0.09970766
4965,103,12,0.44,0,0.79156061,0.051803337,-0.008625746
4967,97,12.5,0.26,0,0.657714965,-0.523521038,-0.050227136
4968,86,11.54545455,0.38,0,0,-2.128602102,-0.166289668
4969,104,20.90909091,0.51,0,0.551398862,-2.821353713,-0.216382157
4970,71,12.5,0.48,0,0.692255316,-2.067942606,-0.161903413
4972,178,22.40909091,0.16,0,0.557676629,-2.704248479,-0.207914342
4973,81,13.36363636,0.23,0,0.356207187,-2.060687693,-0.24238047
4974,70,12.13636364,0.52,0,0.348912519,-1.231603929,-1.111973122
4975,71,10.31818182,0.24,0,0.588422763,-0.748488075,-0.048367247
5095,72,12,1.86,0,0.22096788,0.054348563,-0.008343102
5139,77,12.81818182,1.32,0,0.470868643,-0.676736545,-0.061306065
5140,106,14.54545455,0.15,0,0.804264557,-0.505374784,-0.04891499
5141,125,19.86363636,0.33,0,0.327103576,0.089591211,-0.06385948
5142,89,8.909090909,0.72,0,0.178103594,0.072148458,-0.022090424
5144,95,11.90909091,0.39,0,0.534310781,-1.452362317,-0.11739114
5145,91,12.22727273,0.71,0,0.773308205,-2.285597567,-0.053882612
5146,79,8.318181818,0.63,0,0.63082533,-1.780847619,-0.141143732
5148,112,13.77272727,0.4,0,0.115771329,-2.698598535,-0.207505797
5149,178,26.22727273,0.91,0,0.542121726,-2.376325734,-0.324562644
5150,96,14.36363636,0.4,0,0.657714965,-1.934035936,-0.37599612
5151,163,20.95454545,0.96,0,0.656265789,-2.749382691,-0.236254376
5152,125,14.72727273,0.53,0,0.642236148,-1.071272922,-0.089834774
5153,109,16.54545455,0.47,0,0.178103594,-2.596323225,-0.191136599
5154,140,19.13636364,0.41,0,0.697825037,-0.679562213,0.102353829
5270,112,21.63636364,1.09,0,0.594574033,-0.46645063,-0.097193842
5271,130,21.59090909,1.04,0,0.529136977,-0.687850978,0.079519738
5272,146,33.40909091,1.09,0,0.635530304,-0.928554066,-0.079514852
5273,108,20.81818182,1.43,0,0.534310781,0.881092553,-0.641064316
5305,68,17.72727273,1.84,0,0.779930425,2.474279805,-1.860111864
5306,117,20.45454545,1.77,0,0.61531111,0.855182275,-0.621238736
5319,105,22.09090909,0.68,0,0.356207187,-0.754501797,-0.076282049
5321,141,22.22727273,0.42,0,0.624329779,-0.35601218,-0.038114662
5323,103,20.22727273,0.39,0,0,-2.140991136,-0.167185512
5324,99,17.18181818,0.33,0,0.727355852,-2.69251829,-0.207066138
5326,131,14.13636364,0.34,0,0.537526446,-1.820075083,0.061953408
5328,115,12.22727273,0.62,0,0.231542658,-1.152898325,-0.208254878
5331,147,19.90909091,0.17,0,0.601256732,-2.790821419,-0.256407411
5332,116,17.18181818,0.96,0,0.726795667,-1.45465995,-0.11755728
5335,84,11.22727273,0.79,0,0.205632653,0.04954625,0.03084095
5361,64,22.27272727,6.65,0,0.74060383,0.071480233,0.175340527
5362,125,37.81818182,6.95,0,0.470969786,0.021695594,-0.01080282
5450,99,14.90909091,1.41,0,0.689709738,-0.686988457,-0.088343713
5452,96,11.27272727,0.75,0,0.609734122,0.29818083,-0.195041976
5455,93,9.409090909,1.25,0,0,0.057534941,-0.010908705
5462,106,26.18181818,0.71,0,0,-1.371813884,-0.111566727
5486,81,19.86363636,1.53,0,0.288983099,1.101145301,-0.809440483
5487,133,17.95454545,0.88,0,0.278838315,0.78396305,-0.566744438
5490,68,5.954545455,1.52,0,0.379936006,0.257594568,0.58698198
5499,79,10.72727273,1.07,0,0.390330145,-2.000885635,-0.320760455
5504,67,10.95454545,0.48,0,0.534310781,-0.824192398,-0.071968517
5506,69,9.227272727,0.73,0,0.327103576,-3.074604502,-0.234694583
5507,77,10.40909091,0.83,0,0.63898402,-1.703439566,-0.674922094
5508,97,14,0.97,0,0.279323117,-2.901293255,-0.274348573
5509,80,13.68181818,0.89,0,0.700031588,-2.543872221,-0.196317622
5511,102,18.45454545,0.08,0,0.513349244,-3.252881185,-0.232082546
5512,66,8.636363636,0.98,0,0.616086675,-0.718439254,-0.002807533
5630,119,15.59090909,0.75,0,0.522958463,-0.219024818,-0.481005631
5632,165,21.54545455,0.37,0,0.58393794,0.26919984,-0.344924468
5636,136,31.54545455,0.92,0,0.672963156,-0.075302857,-0.017816725
5637,98,13.04545455,0.86,0,0.569798825,-1.785179092,-0.141456938
5638,101,11.27272727,0.29,0,0.250349368,-1.656685651,-0.132165648
5639,158,21.45454545,0.55,0,0.688990671,-1.50767719,0.846634973
5640,151,31.81818182,0.59,0,0.356207187,-1.181316908,-0.095893276
5666,71,10.59090909,1.16,0,0.327103576,0.840653678,-0.610121995
5667,104,12.63636364,0.7,0,0.557676629,2.173324204,-1.629831846
5668,102,11,0.6,0,0.551691889,0.161767295,0.306295632
5686,82,9.272727273,0.73,0,0.327103576,-0.215677555,-0.027967143
5687,115,15.40909091,0.59,0,0.67880233,-2.145615937,-0.167519929
5688,91,13.59090909,0.31,0,0.327103576,-2.465355843,-0.190640146
5689,114,18,0.87,0,0.674056049,-2.30820611,-0.179276735
5690,154,23.5,0.25,0,0.684638457,-2.859116913,-0.219112793
5691,172,25.36363636,0.69,0,0.256674622,-0.853661478,-0.07409941
5705,92,22.95454545,2.1,0,0.556138489,0.223250433,-0.137708027
5706,63,11.54545455,1.99,0,0.767971333,0.079076486,-0.027391493
5809,133,18.5,0.83,0,0.356207187,-0.891819057,-0.076858564
5812,159,19.45454545,0.71,0,0.542121726,-0.979205309,-0.533926684
5813,121,16.36363636,0.62,0,0.653258056,-0.447292512,-0.146240645
5814,149,19.36363636,0.77,0,0.350945343,-1.122668475,-0.011802664
5815,128,17.95454545,0.91,0,0.245566295,-0.280582272,-0.032660367
5816,159,19.09090909,0.68,0,0.664614472,-0.060461455,-0.016743551
5817,132,25.68181818,0.41,0,0.288983099,-0.237688561,-0.029558746
5847,128,18.63636364,0.93,0,0.794794501,-0.354340058,0.108234135
5849,97,13.09090909,0.9,0,0.534310781,0.183545139,0.370084814
5860,111,16.18181818,2.52,0,0.697266382,0.806941399,-0.512820425
5865,100,11.95454545,0.72,0,0.564575034,0.148894304,-0.135797803
5867,65,7.818181818,0.45,0,0.679248135,-2.046061476,-0.228366363
5868,132,20.72727273,0.62,0,0.632573721,-1.330152788,-0.108554236
5869,104,17.36363636,0.75,0,0.673609559,-2.399174832,-0.315839675
5882,61,9.272727273,2.32,0.3,0.590499874,-0.838116567,-0.072975366
5886,69,8.409090909,1.76,0,0.767971333,0.529062128,-0.371703746
5992,111,19.13636364,0.57,0,0.488342455,-1.298415386,-0.633623117
5993,151,29.09090909,0.48,0,0.597265781,-1.765060537,-0.140002177
5994,80,12.13636364,0.66,0,0.759962822,-1.481847716,0.184517138
5995,67,8.681818182,1.03,0,0.49113259,-0.870122019,-0.075289663
6001,98,22.68181818,0.58,0,0.676499332,-0.926041015,-0.079333135
6002,65,9,0.33,0,0.280409402,-0.700295111,-0.206858215
6026,63,9.909090909,1.39,0,0.49113259,-0.723896931,-0.234551225
6027,103,15.86363636,0.74,0,0.59229425,-1.125863333,0.156493153
6029,77,9.5,0.52,0,0.328397413,0.260722858,0.596145013
6039,75,9.409090909,2.86,0,0,0.621543198,-0.442466816
6040,118,14.5,2.55,0,0.574743895,0.21380718,-0.190457333
6041,86,13.22727273,2.13,0,0.484785175,-2.008749337,-0.15762318
6044,110,16.40909091,1.19,0,0.518838837,0.023637567,0.433842824
6045,95,15.81818182,1.45,0,0.67880233,-1.371722277,-0.391429543
6046,112,15.5,0.41,0,0.694679554,0.415716528,-0.84713568
6047,64,10.54545455,0.67,0,0.657714965,-0.340753067,-0.620773934
6048,73,9.045454545,0.94,0,0.684604601,2.184191269,-1.688841059
6049,150,26.31818182,0.96,0,0.769658562,2.573453837,-1.935996139
6061,60,6.409090909,2.25,0.006,0.228092309,0.026418406,-0.010461316
6064,108,17.86363636,1.45,0.3,0.778919804,-1.07461365,-0.090076341
6065,88,15,1.69,0.05,0.618982008,0.717017174,-0.58303719
6170,168,49.95454545,0.7,0,0.511342721,-0.573332121,-0.053828948
6171,165,30.81818182,0.73,0,0.545823002,-0.345176916,0.207130098
6172,139,22.31818182,0.3,0,0.697862569,0.635008314,-0.443436685
6173,124,21.54545455,0.38,0,0.495892847,-0.259792565,-0.031157075
6174,65,10.77272727,0.3,0,0.288983099,-0.978003745,1.155008273
6175,62,7.5,0.29,0,0.587749845,-0.68133091,-0.116164509
6176,90,10.90909091,0.54,0,0.519088592,0.470939913,-0.547084488
6177,123,19.45454545,0.78,0,0.356207187,0.366905031,-0.216133474
6206,92,16.95454545,1.25,0,0.59688376,-0.79475357,-0.069839812
6207,76,13.68181818,0.98,0,0.675454539,-0.753995512,-0.066892619
6208,133,13.72727273,0.69,0,0.178103594,-0.353815837,-0.037955846
6209,82,10.22727273,0.86,0,0.387118359,1.106914286,-0.813854696
6210,102,12.95454545,1.13,0,0.487906637,0.206197547,0.640370721
6217,65,10.27272727,2.88,0,0.354080706,0.862322778,2.358283077
6220,91,11.04545455,2.57,0,0.452221407,-0.488144519,-0.047669079
6221,81,12.09090909,2.1,0,0.356207187,-3.24682025,0.660254989
6224,73,9.863636364,1.41,0,0.638494704,-2.145698479,-0.167525897
6225,147,18.54545455,1.22,0,0.339401165,-1.631530662,-0.130346704
6227,107,15.13636364,1.15,0,0.356207187,-1.369038276,-0.111366024
6230,145,22.09090909,1.05,0,0.704653669,1.845384518,-1.378904612
6241,74,9.318181818,2.43,0,0.456184617,-1.766671368,-0.140118655
6242,72,13.86363636,2.2,0.06,0.542121726,-2.048817982,-0.160520522
6244,111,22.45454545,1.72,0.28,0.556709737,-0.742479237,-1.014061932
6245,147,24.31818182,1.34,0.25,0.637585601,-1.077407684,-0.080764194
6250,115,29.36363636,1.37,0,0.34585958,0.649106156,-0.463556965
6251,118,19.54545455,1.71,0,0.257155976,3.006562345,-2.267394638
6350,113,21,1.03,0,0.255671361,0.018959021,-0.0110007
6358,176,29.13636364,0.53,0,0.601773482,0.383881237,-0.044375128
6359,113,20.77272727,0.65,0,0.308043338,1.095911113,-0.976665134
6360,59,10.59090909,0.82,0.06,0.462640092,-0.172653357,-0.326364039
6389,100,11.36363636,0.85,0,0.445839305,0.792517005,-0.722424465
6392,87,15.72727273,1.35,0,0.646508857,-1.345173337,-0.109640363
6393,81,16.09090909,2.08,0,0.686813821,-1.028518583,-0.086743232
6398,183,19.63636364,3.17,0,0.177658788,-1.356444396,-0.110455367
6399,68,10.77272727,2.59,0,0.319247352,-1.469334041,0.127366834
6400,75,12.13636364,2.68,0,0.421006323,-0.496713274,-0.466553261
6401,136,17.86363636,2.2,0,0.643395288,0.020361074,0.999991799
6402,110,14.04545455,1.66,0,0.292380836,-1.7731926,-0.140590202
6403,151,20.77272727,1.27,0,0.702350544,-1.396101829,-0.038587633
6404,145,22.22727273,1.09,0,0.71667678,-1.380839797,-0.112219385
6405,158,18.68181818,0.8,0,0,-1.380476631,-0.112193125
6406,143,16.86363636,0.46,0,0.349294377,-1.124004461,-0.093647763
6407,97,11.59090909,0.74,0,0.210758096,-2.019403247,-0.158393558
6408,141,19.5,1.11,0,0.804264557,-0.475260022,-0.046737408
6420,90,13.81818182,2.73,0,0.370758993,0.093181684,0.10540246
6423,97,16.5,1.6,0,0.683310763,0.238664654,-0.77239161
6424,153,24.31818182,1.19,0.29,0.516078542,0.86446278,-1.172013993
6425,152,21.36363636,0.94,0.29,0.327103576,-1.975846586,-0.370252924
6426,97,12.22727273,0.58,0.04,0.356207187,-1.961606519,-0.154214309
6429,128,15.81818182,0.9,0,0.564575034,-0.139783826,-0.574871236
6431,183,34.22727273,1.89,0.17,0.519758975,-0.812071257,-0.36246169
6432,155,35.59090909,2.05,0,0.300249836,-1.734313586,-0.137778881
6538,88,25,0.39,0,0.529136977,0.241852213,-0.099963022
6542,77,12.77272727,0.73,0,0.356207187,0.515248511,-0.414805078
6565,64,11.81818182,1.92,0,0.782731743,-0.379911583,-0.312817777
6568,82,10.31818182,1.03,0.1,0.538332318,-0.798609001,-0.070118596
6569,123,12.68181818,0.84,0.03,0.722125947,-0.514026986,-0.037287454
6570,97,13.5,1.54,0,0.645190286,-0.32600608,-0.222865666
6572,102,12.40909091,0.92,0,0.541377626,-0.966760215,-0.082277518
6573,87,13.40909091,1.62,0,0.619141285,-1.065715052,-0.089432888
6576,78,9.681818182,2.03,0,0.288983099,0.067003394,-0.018153612
6578,133,20.59090909,3.14,0,0.244171228,-1.283644191,-0.105191225
6582,74,15.45454545,1.49,0,0.584761673,-1.238885764,-0.101954767
6583,115,28.81818182,1.4,0,0.521163398,-1.273987927,-0.104492985
6584,147,24.72727273,0.73,0,0.592906072,-1.383521459,0.096778831
6585,149,23.18181818,0.32,0,0.267155391,-1.00547619,-0.074903705
6587,83,9.863636364,0.45,0,0.809476447,-0.600451834,0.29353074
6589,70,16.59090909,1.39,0,0.481465348,-0.050214097,-0.938742374
6606,87,10.31818182,0.55,0.17,0.178103594,-0.05050644,-0.134221682
6608,120,12.86363636,0.49,0.09,0.555340934,-0.252326555,-0.008345661
6609,79,9.136363636,1.66,0,0.282287517,-1.409855703,-0.11431751
6610,68,9.409090909,1.54,0.27,0.782644085,-1.122710735,-0.093554214
6611,60,9.636363636,1.96,0.23,0.534310781,-1.276170644,-0.117913285
6612,110,26.77272727,2.1,0,0.600499672,-2.112708381,-0.165140402
6719,143,80.90909091,0.98,0,0.545172627,0.12763386,-0.064545787
6745,135,25.72727273,1.72,0.21,0.356207187,-0.40949574,-0.041982029
6746,98,19.13636364,1.75,0.31,0.507972564,-0.484165127,-0.047381332
6747,88,17.5,1.21,0.3,0.258039271,-0.624994515,-0.147743834
6748,114,16.22727273,0.79,0.61,0.720457448,-1.006928613,-0.085182073
6751,73,7.727272727,0.54,0.0016,0.638494704,-1.58298216,-0.101176421
6752,62,6.636363636,0.95,0,0.418541543,-1.659113561,-0.132341209
6753,112,12.77272727,0.99,0,0.552512316,-0.672402532,-0.060992675
6757,61,18.68181818,2.5,0,0.559583892,1.293573201,-0.956679145
6758,65,8.636363636,2.52,0,0.488342455,-1.718121948,-0.136608073
6763,110,18.81818182,1.31,0,0.339976251,-1.321095238,-0.185767849
6764,82,11.40909091,1.48,0,0.356207187,0.187825259,-0.017525745
6766,70,7.318181818,0.8,0,0.62035524,-0.342612366,-0.419008056
6767,97,9.181818182,0.53,0,0.556138489,-1.502318646,-0.104103751
6768,59,12.45454545,0.98,0,0.683310763,-1.156182334,-0.561405225
6787,83,9.409090909,0.49,0,0.613363163,-1.289639493,-0.105624741
6788,93,10.86363636,0.65,0.24,0.754474681,-1.082403991,-0.090639656
6789,169,23,1.6,0.27,0,-1.694028783,-0.134865909
6791,158,31.81818182,1.57,0.35,0.708059161,0.146219957,-0.784084206
6792,81,17.63636364,2.11,0,0.300249836,-1.499475073,-0.120797837
6893,143,14.36363636,1.27,0,0.806237949,0.447545187,1.152837144
6894,88,9.272727273,1.1,0,0.327103576,-1.111428624,-0.08143493
6922,84,10.72727273,2.67,0,0.327103576,0.160987844,-0.090067012
6923,88,11.18181818,2.84,0,0.564575034,1.617245708,-1.200288376
6924,59,7.727272727,2.2,0,0.288983099,0.084682611,-0.21209491
6925,97,19.36363636,1.92,0.28,0.794794501,-0.369540534,-0.03909289
6926,118,22.68181818,1.78,0.32,0.46145282,-0.488514118,-0.047695805
6927,103,16.18181818,1.6,0.06,0.516078542,-0.84358018,-0.073370437
6929,125,22.40909091,0.88,0,0.514454455,-2.060225514,-0.161345394
6930,137,17.72727273,0.81,0,0.288983099,-1.458040172,-0.117801702
6931,96,10.18181818,0.54,0.34,0.534310781,-0.439758285,-0.044170297
6932,85,9.363636364,1.07,0,0.356207187,-2.440070261,-0.18881176
6933,76,10.09090909,1.49,0,0.727355852,-1.571191867,-0.125983639
6936,93,16.68181818,2.17,0,0.720420959,1.111932347,-0.615237047
6940,67,8.681818182,1.84,0,0.767854127,0.856014583,-0.645214868
6945,114,21.54545455,1.09,0,0.594574033,-1.330691939,-0.188486269
6947,60,10.45454545,1.13,0,0.673609559,-1.285217097,-0.132015228
6968,144,21.81818182,0.94,0,0.801466171,-0.790829398,-0.069556057
6970,120,27.18181818,1.61,0.06,0.175462629,-1.2421588,-0.102191439
6971,151,25.54545455,1.86,0.18,0.534310781,-1.706134138,-0.135741241
6972,169,26.18181818,2.32,0.26,0.258039271,-1.307364866,-0.106906453
6973,92,12.18181818,2.51,0.1,0.597990148,-0.447390365,-0.064536321
7072,77,15.81818182,1.27,0,0.531145826,-1.423492678,-0.115303592
7073,72,9.090909091,0.86,0,0.703486932,-0.694244187,-0.062572033
7074,100,10.5,0.74,0,0.654207152,-0.959261069,-0.081735259
7079,98,22.90909091,0.66,0,0.560771309,0.93285665,-0.680672275
7080,186,26.86363636,0.35,0,0.590499874,0.443229598,-0.306027891
7104,65,11.72727273,2.4,0,0.34585958,-0.024839613,-0.65015703
7105,166,28.59090909,2.06,0,0.488342455,-0.081501648,-0.018264956
7106,67,7.5,1.88,0,0.357547577,0.060703888,0.010272193
7107,108,13.45454545,1.53,0.25,0.529100134,0.049693101,-0.008778336
7112,83,8.590909091,1.47,0,0.527358337,-1.420819651,-0.115110307
7116,123,30.31818182,1.87,0,0.735375763,1.195220425,-0.473467091
7122,68,17.68181818,0.75,0,0.449164457,1.31952706,-0.974197608
7124,64,12.59090909,0.63,0,0.814102727,1.072292022,-0.548509964
7125,86,15.5,0.77,0,0.623362577,-2.07666567,-0.293596451
7126,102,21.36363636,1.22,0,0.462640092,-1.245819326,-0.151018213
7127,65,17.09090909,1.43,0,0.33680478,0.842315732,-0.698072835
