ori,trip,f_size,mrt_km_o,cycle_km_o,smooth_entro_o,ori_far_pc1,ori_far_pc2
3682,20,2.090909091,3.09,0,0.49113259,0.055946489,-0.003662638
3683,20,2.454545455,3.39,0,0.521020166,-0.160921255,-0.024007745
3689,13,4.681818182,2.57,0,0.105379048,0.426424043,-0.186687946
3690,1,0.0455,2.68,0,0,0.056434335,-0.010066562
3708,12,1.045454545,0.5,0,0.778169689,0.351942282,0.863334575
3709,28,5.727272727,0.35,0,0.327103576,0.125557154,0.200233003
3710,12,2.045454545,0.7,0,0,0.835290847,-0.606018556
3711,4,0.954545455,0.35,0,0.656265789,0.304640228,-0.199984467
3836,1,0.0455,2.2,0,0.257155976,0.078411983,0.06214073
3862,9,0.863636364,1.92,0,0.245566295,0.055791019,-0.004118025
3866,46,7.454545455,1.57,0,0.327103576,-0.294335155,-0.03365483
3868,17,1.954545455,2.43,0,0.630805326,0.159237758,0.298886398
3869,1,0.181818182,2.54,0,0,0.06923738,0.035267527
3877,9,1.5,3.44,0,0.282287517,0.14519492,0.257753715
4010,1,0.0455,2.47,0,0.210758096,0.117046412,0.175304308
4012,44,12.77272727,2.08,0,0.144491549,0.134348759,0.225984372
4015,13,3.227272727,2.22,0,0.342302301,0.18311937,0.368837701
4016,3,0.909090909,2.37,0,0.193621561,0.736744139,1.990452409
4047,0,0,1.93,0,0,0.065041065,0.022976159
4048,2,0.727272727,2.62,0,0.758126816,0.141149654,0.245904782
4057,15,2.727272727,3.52,0,0.564575034,0.306592456,0.73050102
4058,9,1.318181818,3.17,0,0.765630827,0.163768335,-0.092194541
4194,14,2.909090909,2.74,0,0.288983099,0.30717881,0.732218504
4195,35,4.863636364,2.55,0,0.684604601,0.05654868,-0.001898771
4196,2,0.363636364,2.64,0,0.399536501,0.188674745,0.385109872
4197,0,0,3.07,0,0.423308205,0.49878452,1.293448156
4220,4,0.5,3.3,0,0.178103594,0.334872678,-0.223117211
4237,15,2.590909091,2.93,0,0.454222219,0.135079139,-0.070242637
4238,20,3.636363636,2.95,0,0.643395288,0.419133638,-0.091570748
4248,43,5.409090909,0.24,0,0.288983099,0.115876903,-0.056939567
4251,49,5.727272727,0.53,0,0.542121726,-0.19078937,-0.026167492
4371,42,6.409090909,1.42,0,0.425903652,-0.335943523,-0.036663509
4396,0,0,4.56,0,0,0.072242274,-0.022162208
4397,0,0,4.19,0,0.488342455,0.513957235,-0.360146044
4398,11,1.272727273,3.86,0,0.749080003,0.440609757,-0.254702277
4399,13,1.863636364,3.5,0,0.597710061,1.074133773,-0.785469773
4400,5,0.590909091,3.83,0,0.356207187,1.035746285,-0.759399592
4417,0,0,2.73,0,0.288983099,0.120868623,-0.059369279
4418,4,1.272727273,2.5,0,0.567263939,0.270394125,-0.173780624
4577,1,0.136363636,4.13,0,0.244171228,0.176200719,-0.101707338
4578,32,6.318181818,3.77,0,0.651457124,0.11471088,-0.044104169
4579,19,2.227272727,3.78,0,0.62863214,0.145599642,-0.078292534
4580,17,3.772727273,4.35,0,0.455349747,0.324733859,-0.215359365
4581,12,1.772727273,4.79,0,0.163551788,0.219435456,-0.134788949
4597,0,0,2.58,0,0.144491549,0.088788927,-0.034823091
4598,21,4,2.26,0,0.49113259,0.29653413,-0.193781983
4610,51,6.818181818,0.76,0,0.634458697,-0.577350552,-0.81874365
4730,9,1.090909091,0.89,0,0.163551788,0.181178098,0.363151548
4758,7,1.045454545,4.22,0,0.555281356,0.096829139,0.03656167
4759,3,0.909090909,4.32,0,0.65955422,1.061372773,-0.742608205
4760,2,0.5,4.38,0,0.554492307,1.317182431,-0.974744049
4761,1,0.272727273,4.67,0,0.327103576,1.146107914,-0.8438442
4778,1,0.181818182,2.18,0,0.814925004,0.739375857,-0.532627978
4779,12,1.909090909,1.89,0,0.531216999,0.35985882,-0.200734263
4788,31,6.363636364,1.08,0,0.245566295,-0.16467297,-0.024279029
4789,46,6.772727273,1.06,0,0.639097264,-0.700842472,-0.063049152
4790,47,6.181818182,0.97,0,0.726795667,-2.096726593,-0.163984767
4794,55,11.5,0.52,0,0.328857483,-0.89064232,-0.15784826
4938,1,0.0455,3.94,0,0.277640678,0.089294921,0.094017794
4939,11,2.227272727,4.07,0,0.778919804,0.634660835,-0.438173989
4940,0,0,4.47,0,0.277246154,0.402529621,-0.274885785
4958,0,0,2,0,0.556138489,0.225054132,0.226382511
4959,47,8.5,1.57,0,0.585530098,0.777462831,-0.483643447
4963,27,2.5,0.76,0,0,0.061763325,0.013375375
4976,26,2.409090909,0.55,0,0,0.05652173,-0.001977708
5125,39,5.045454545,1.74,0,0.389965213,0.431147106,-0.296782818
5138,3,0.318181818,1.65,0,0.278069245,0.117989288,0.178066073
5143,28,4.045454545,0.59,0,0,0.054305371,-0.008444825
5177,0,0,6.47,0,0.322576691,0.055050168,-0.00628804
5178,1,0.409090909,6.55,0,0.556682954,0.099089565,0.122707152
5179,3,0.590909091,6.59,0,0.327103576,0.078148078,0.061367732
5180,2,0.590909091,7.04,0,0.637058907,0.054326409,-0.008407994
5280,30,5.909090909,2.85,0,0,0.091216735,-0.036680759
5281,25,4.863636364,3.05,0,0,0.455293911,-0.459094602
5282,53,10.63636364,2.5,0,0,-0.154487118,-0.023542496
5302,4,0.409090909,3.98,0,0.185839647,0.059134761,0.005676085
5304,4,1.227272727,2.09,0,0.144491549,0.391559077,-0.266491533
5307,15,3.818181818,1.13,0,0,0.100766115,-0.043987588
5308,44,7.590909091,1.35,0,0,0.199397407,0.416517474
5309,42,4.818181818,1.43,0,0.390330145,0.543245468,1.423678111
5310,37,3.227272727,1.76,0,0.661321712,0.126691596,-0.040707338
5311,44,5.545454545,2.31,0,0.755846038,0.866870553,-0.605744236
5312,8,1,2.49,0,0.80019784,0.916166645,-0.667901705
5313,17,1.227272727,2.7,0,0.779638463,0.427802886,-0.294223945
5314,19,1.909090909,2.34,0,0.742678628,0.515346581,-0.36120912
5315,16,2,2.24,0,0.328857483,0.159357222,-0.088819322
5318,14,1.818181818,1.02,0,0,0.076969299,-0.025779152
5325,56,9.863636364,0.55,0,0.445839305,-2.356017302,-0.182733936
5329,56,6.636363636,0.99,0,0.726007127,-1.325072617,-0.236144329
5330,19,3.318181818,0.58,0,0.683310763,0.459646009,-1.521760155
5333,17,3,0.69,0,0,0.028282013,-0.01032656
5334,29,5.363636364,0.73,0,0.348912519,0.070243291,-0.05758072
5357,0,0,6.13,0,0.322576691,0.121864499,0.189416899
5358,8,2.772727273,6.13,0,0.556682954,0.068085162,-0.00709236
5359,20,4.636363636,6,0,0.754474681,0.310021446,0.507168927
5451,32,5,0.9,0,0.605801393,1.518984664,-1.198411325
5456,30,3.363636364,1.13,0,0.336481578,0.061528169,-0.013964174
5457,34,5.136363636,0.7,0,0.534310781,-0.041628579,-0.015381757
5458,29,2.863636364,0.49,0,0,-0.445921521,-0.044615957
5459,54,6.954545455,0.31,0,0.49113259,-1.599117273,-0.12800291
5482,10,0.636363636,3.74,0,0.371679294,0.323871651,0.781113273
5483,4,0.227272727,3.81,0,0.461586235,0.109378023,-0.0505771
5484,11,2.409090909,2.12,0,0.288983099,0.558422151,-0.394168942
5485,11,4.681818182,2.07,0,0.733364305,1.41349042,-1.048435335
5489,37,8.181818182,1.45,0,0.356207187,0.214532481,0.460849412
5491,12,3,2.75,0,0.377923019,0.699156922,-0.501853947
5492,7,0.727272727,2.74,0,0.356207187,1.373858781,-1.018110681
5493,5,3.045454545,2.99,0,0.519758975,0.903820283,-0.658454729
5494,6,0.681818182,2.46,0,0.327103576,1.319339658,-0.976394679
5495,29,3,2.11,0,0.657714965,1.420753024,-1.053992409
5496,6,0.772727273,1.78,0,0.689709738,1.375473068,-1.019345873
5497,47,6.409090909,1.44,0,0.539182261,0.894311798,-0.65117919
5498,36,4,1.57,0,0,0.792837222,-0.520407536
5500,58,9.772727273,2.22,0,0.327103576,-0.429540174,-0.762304487
5501,50,12.90909091,2.53,0,0.356207187,1.250437196,-1.087042872
5505,54,7.909090909,0.17,0,0.694679554,-2.403743556,-0.186184995
5510,49,10.22727273,0.68,0,0.67880233,-2.797432798,-0.214652449
5513,26,4.772727273,0.88,0,0,0.06172015,0.013248912
5522,0,0,2.73,0,0.267155391,0.085081181,-0.031986062
5523,3,0.227272727,2.64,0,0,0.058247098,-0.011453621
5537,1,0.0455,6,0,0.161288346,0.083153834,0.076030022
5538,22,4.045454545,5.67,0,0.732018783,0.160984709,0.171263225
5539,10,1.045454545,5.67,0,0.665264615,0.140773217,0.118274142
5541,36,12.22727273,6.89,0,0.610017274,-0.132890941,-0.046472389
5542,8,3.090909091,6.55,0,0.350945343,-0.007749665,-0.012931991
5614,0,0,6.19,0,0,0.06611613,0.026125117
5628,0,0,1.69,0,0.265572913,0.082765158,0.074891556
5629,33,5.863636364,1.07,0,0.178103594,-0.110667914,-0.00716065
5633,7,1.272727273,0.91,0,0.326629028,0.431101654,-0.29674804
5642,37,5.636363636,1.98,0,0,0.023681974,-0.010659186
5661,2,0.272727273,3.26,0,0.325317956,0.608752073,1.615552608
5662,5,0.909090909,3.42,0,0.564145977,0.928336722,2.551643615
5663,1,0.0455,3.51,0,0.61531111,0.126188818,-0.060413143
5665,27,3.181818182,1.37,0,0.534310781,0.726577923,-0.522835476
5669,51,5,0.94,0,0.481465348,0.376435958,0.935078664
5670,48,6.545454545,1.23,0,0.189968003,0.055014443,-0.006392681
5673,2,1.181818182,3.26,0,0.350945343,0.395047058,-0.269160406
5674,17,3.5,2.76,0,0.288983099,1.815341317,-1.355916674
5675,11,1.136363636,2.28,0,0.288983099,1.250448812,-0.923681969
5676,12,1.772727273,2.04,0,0.356207187,1.226529065,-0.905379469
5677,12,1.5,1.69,0,0.269591131,1.665318077,-1.241124479
5678,13,1.227272727,1.9,0,0,2.158417681,-1.61842593
5679,18,2.363636364,2.13,0,0.780954994,1.553272585,-1.095659364
5680,22,2.181818182,2.28,0,0.512184979,1.436151858,-1.065775023
5681,19,3,2.72,0,0.534310781,0.824803975,-0.597994393
5701,10,1.318181818,3.64,0,0.557676629,0.054385912,-0.008499185
5702,22,2.136363636,2.69,0,0.534310781,0.129240143,-0.065774855
5704,3,0.363636364,2.28,0,0.163551788,0.168744748,-0.096002307
5793,0,0,6.08,0,0.898328913,0.19133226,0.392893964
5804,1,0.409090909,2.88,0,0.541071361,0.082128521,0.073026791
5805,0,0,3.09,0,0.245566295,0.059282359,0.006108411
5808,44,7.818181818,1.41,0,0.531145826,-0.310160245,0.118208695
5821,41,4.818181818,0.43,0,0.65831911,-0.785463091,0.156009333
5822,22,2.5,0.43,0,0,-0.084371587,-0.01847248
5842,2,0.5,2.66,0,0.581946874,0.784967627,0.43161537
5843,0,0,2.22,0,0.545172627,0.548601491,-0.332953104
5844,1,0.0455,2.03,0,0.356207187,0.373970477,-0.253033391
5845,13,1.181818182,1.35,0,0.619138366,1.082592538,-0.805497924
5846,35,5.454545455,0.93,0,0.327103576,1.374658692,-1.14376963
5850,33,5.272727273,1.11,0,0.178103594,0.905769511,2.485542306
5854,5,1.909090909,2.92,0,0.34585958,1.274978534,-0.942451199
5855,18,2.863636364,2.6,0,0.144491549,1.448858419,-1.07549761
5856,9,2.681818182,2.36,0,0.178103594,1.522047551,-1.131499209
5857,4,0.409090909,2.01,0,0,1.468465637,-1.090500323
5858,5,0.727272727,2.23,0,0.178103594,1.053015294,-0.772613194
5859,6,0.590909091,2.49,0,0.390477497,1.388758024,-1.029511027
5861,30,6.909090909,2.56,0,0.509547978,-0.216845851,-0.191046248
5862,25,3.181818182,2.16,0,0,-0.659970019,-0.060093687
5864,20,2.727272727,2.06,0,0.257155976,0.722102564,-0.528516781
5883,31,5.454545455,2.73,0,0.327103576,-1.152214004,-0.09568758
5884,10,1.227272727,2.03,0,0.327103576,0.059318437,-0.028821197
5885,19,3.045454545,2,0,0.600378415,0.224576943,-0.52101945
5892,3,0.181818182,2.37,0,0.779638463,0.062382455,-0.014617842
5893,0,0,5.81,0,0.534310781,0.070321398,-0.020692425
5906,11,1.636363636,8.53,0,0.035731557,0.516941853,1.346632551
5985,0,0,2.45,0,0.49113259,0.122292682,-0.060458916
5986,4,0.636363636,2.14,0,0.445839305,0.08976005,-0.035566158
5987,42,7.590909091,1.78,0,0.377133017,0.033613876,-0.009941016
6022,8,1.681818182,2.56,0,0.356207187,1.392793074,-1.032598496
6023,8,0.954545455,2.28,0,0.356207187,0.565688505,-0.399728886
6024,18,1.681818182,2.24,0,0.356207187,1.210267216,-0.878035196
6025,17,2.954545455,1.58,0,0.703965951,-0.116367744,-0.307004575
6030,13,1.681818182,1.5,0,0.356207187,0.39475157,0.988726673
6032,0,0,2.67,0,0.339401165,0.20687326,0.438414893
6034,1,0.0455,3.11,0,0.361947238,0.092086041,-0.03734592
6035,3,1.454545455,2.85,0,0,0.51449628,-0.360558501
6036,12,1.545454545,2.51,0,0.15056004,0.331621766,-0.220629735
6037,26,3.318181818,2.32,0,0.177040353,0.470224285,-0.32668322
6038,18,3.363636364,3.04,0,0.356207187,0.773575753,-0.558796465
6042,48,7.863636364,1.86,0,0,-0.86685816,-0.075053655
6043,31,3.727272727,1.53,0,0.356207187,-0.525749171,-0.050388251
6063,55,7.454545455,1.94,0.16,0.163551788,-1.592324435,-0.127511724
6066,31,3.863636364,1.56,0,0.383985667,1.552295565,-1.154643862
6067,25,3.181818182,1.94,0,0.657714965,0.112905156,-0.053275931
6070,26,7.909090909,2,0,0.356207187,0.353426436,-0.237313856
6071,27,4.727272727,2.17,0,0.838064957,0.680346073,-0.487460587
6072,29,4.590909091,2.12,0,0.779638463,0.879783263,-0.640062496
6073,3,0.272727273,2.37,0,0.534310781,0.389119509,-0.264624866
6085,1,0.181818182,10.74,0,0,0.25581689,0.58177501
6165,2,0.136363636,3.95,0,0.356207187,0.058346541,-0.011529711
6166,8,0.409090909,1.93,0,0.222919653,0.057971947,-0.011243085
6167,33,5.545454545,1.62,0,0.754266033,-0.006483182,-0.010866498
6183,36,7.863636364,1.58,0,0.144491549,-0.055702864,-0.01639946
6201,1,0.0455,2.76,0,0,0.061530074,-0.013965632
6202,11,1.545454545,2.48,0,0.707809772,0.677811416,-0.447039919
6203,1,0.0455,2.57,0,0.445258984,1.136965708,-0.832139279
6204,1,0.5,2.55,0,0.493144452,1.119035948,-0.800586624
6205,43,7.409090909,1.65,0,0.684604601,-0.122556734,-0.283416689
6211,16,2.545454545,1.43,0,0.178103594,0.139194115,0.240176841
6212,31,5.681818182,1.64,0,0.67880233,1.050295933,2.908872666
6213,17,1.863636364,1.97,0,0.754486356,1.720454307,4.871824359
6219,6,0.590909091,2.93,0,0,0.152727633,0.27981768
6222,42,7.545454545,1.84,0,0,-1.209682781,-0.099843116
6223,44,8.409090909,1.51,0,0.534310781,-1.687710284,-0.134409022
6243,55,7.590909091,1.54,0.26,0.341655381,-0.850668146,-0.073934472
6246,50,6.727272727,0.82,0.23,0.178103594,-0.505827023,-0.048947691
6252,23,3.909090909,2.14,0,0.389819232,0.496792467,-0.347012203
6264,1,0.136363636,10.8,0,0.163551788,0.9233671,2.537087163
6265,3,0.272727273,10.5,0,0,3.297294051,9.490524003
6266,0,0,10.27,0,0.423431276,1.343281845,3.767053676
6267,8,0.772727273,10.23,0,0.529136977,0.131760637,0.218403542
6344,2,0.227272727,3.09,0,0.163551788,0.055503398,-0.00496049
6348,52,11.04545455,1.54,0,0.358572229,-0.374922366,-0.039482048
6353,20,2.045454545,0.64,0,0.356207187,0.502570639,1.304538025
6354,29,3.727272727,0.44,0,0.737310983,1.157830981,3.223852098
6356,1,0.181818182,0.72,0,0.356207187,0.383026692,-0.25996287
6357,1,0.0455,1.7,0,0.356207187,0.054314777,-0.008444755
6363,21,10.90909091,0.98,0,0.288983099,-0.281752102,-0.032744957
6381,1,0.272727273,3.01,0,0,0.059622856,-0.0125063
6382,4,0.454545455,2.79,0,0.350945343,0.771609995,-0.546046605
6383,4,0.590909091,2.39,0,0.534310781,1.837567768,-1.340572978
6384,6,0.5,2.07,0,0.327103576,1.186485156,-0.874739361
6385,29,2.136363636,1.78,0,0.534310781,-1.333955183,-0.108829185
6386,39,4.363636364,1.48,0,0.70263493,-0.298357569,-0.250243383
6387,8,1.227272727,1.64,0,0.33772727,0.08019073,-0.103238393
6390,35,5.318181818,1.46,0,0.619606086,-0.769938799,-0.068045469
6391,41,6.454545455,1.34,0,0.356207187,-0.602604384,-0.055945609
6394,14,3.909090909,2.65,0,0.534310781,0.05426188,-0.00844797
6409,55,9.681818182,1.34,0,0.694626725,1.572155687,-1.204249063
6410,38,6.318181818,1.67,0,0.683310763,0.508217943,-0.355754552
6421,33,4.545454545,2.65,0,0.557585435,-0.050136055,0.115247814
6422,34,6.272727273,2.01,0,0.600499672,-1.065468539,-0.089415063
6445,0,0,10.68,0,0,0.890528092,2.440898876
6446,0,0,9.97,0,0.327103576,1.057627592,2.930347727
6447,7,0.545454545,9.85,0,0.356207187,0.054822041,-0.006956245
6512,0,0,4.6,0,0.327103576,0.05298631,-0.008540206
6513,1,0.0455,4.78,0,0.49113259,0.050877847,-0.008692668
6533,44,5.227272727,0.84,0,0.341655382,0.096684305,-0.019469918
6534,20,2.818181818,0.96,0,0.519758975,1.123003472,-0.826165542
6539,31,4.454545455,0.43,0,0.288983099,1.449371065,-1.075889868
6540,17,1.772727273,0.66,0,0.375811596,1.04238031,-0.764475701
6541,3,0.272727273,1.27,0,0.259879488,1.641321354,-1.22276308
6543,17,2.909090909,1.26,0,0.308043338,-0.023611732,-0.026342393
6562,13,1.772727273,2.94,0,0.548104693,0.39207714,-0.126015519
6563,10,1.772727273,2.67,0,0.406117399,2.063546228,-1.463989395
6564,4,2.090909091,2.16,0,0.327103576,1.14712432,-0.898334693
6566,48,13.18181818,1.54,0,0.554492307,-0.490272976,-0.350295671
6567,41,8.727272727,2.2,0,0,0.1649284,-0.469664687
6571,25,3.272727273,1.01,0,0.327103576,-0.327393877,-0.036045289
