ori,trip,f_size,mrt_km_o,cycle_km_o,smooth_entro_o,ori_far_pc1,ori_far_pc2
6574,48,13.40909091,2.25,0,0.267155391,-0.367706144,-0.038960246
6577,50,5.272727273,2.26,0,0.279791946,0.133622454,-0.069128036
6579,38,5.772727273,2.81,0,0.638494704,-1.741657303,-0.138309902
6580,37,4.863636364,2.2,0,0.37405495,-1.037508259,-0.08739327
6581,18,2.727272727,1.91,0,0.327103576,-0.690350655,-0.062290494
6588,34,4.590909091,0.97,0,0.77019982,-0.710650883,-0.302379198
6590,25,7.363636364,1.61,0,0.327103576,0.183560273,-0.107338595
6599,7,0.636363636,3.19,0,0.327103576,0.111709271,-0.052360884
6600,19,2.318181818,2.93,0,0.348931285,0.268390672,0.618604699
6601,9,0.772727273,2.62,0,0.48764607,0.886611424,2.429426616
6604,43,7.045454545,1.73,0,0.258039271,1.272587829,-0.94062192
6605,41,4.318181818,1.89,0,0.356207187,3.726262128,-2.818082107
6615,25,1.909090909,3.48,0,0.500698736,0.074991631,0.052122224
6617,0,0,4.05,0,0,0.057599683,-0.010958242
6713,58,5.954545455,1.17,0,0.327103576,0.161168511,-0.066771899
6714,12,1.272727273,1.08,0,0.259879488,1.289048868,-0.953217294
6720,12,1.090909091,1,0,0.288983099,0.949080807,-0.521072814
6721,22,3.954545455,1.04,0,0,0.749354492,-0.540263258
6722,52,17,1.47,0,0.356207187,0.20477583,-0.123571949
6723,56,7.454545455,1.14,0,0.327103576,0.20338148,-0.122505044
6742,34,3.681818182,2.89,0,0.543655844,0.199820694,-0.119780464
6743,15,1.909090909,2.56,0,0.485346217,0.310706102,-0.211682752
6744,36,5.454545455,2.17,0,0.327103576,-0.717836953,-0.325995872
6754,31,3.045454545,1.34,0,0,-0.352432234,-0.037855798
6755,52,6.954545455,2.22,0,0.365517619,0.754864534,-0.544479337
6756,58,7.909090909,2.1,0,0.504702029,0.852174106,-0.618936997
6759,44,5.409090909,2.16,0,0.646422649,-0.948991521,-0.080992673
6760,51,6.318181818,1.93,0,0.327103576,0.132042743,-0.387868729
6761,36,5.909090909,1.78,0,0.163551788,0.499118863,-0.751371734
6762,42,9.227272727,1.61,0,0.47048443,-0.586157022,-0.456378531
6765,58,8.090909091,0.4,0,0.534310781,-0.095344679,-0.35545776
6769,26,3.681818182,1.57,0,0.240732674,0.800578255,-0.656155642
6772,0,0,2.61,0,0.554492307,0.137343361,0.23475582
6780,24,2.454545455,2.99,0,0.327103576,0.10903968,0.151851896
6785,2,0.318181818,1.18,0,0.178103594,1.518400004,-1.128708241
6786,30,3.636363636,0.79,0,0,0.609479437,-0.446194163
6793,23,2.545454545,2.47,0,0.327103576,0.010456657,-0.011615502
6794,6,0.727272727,3.75,0,0.325260843,0.068411522,-0.01923106
6795,11,1.090909091,3.11,0,0.250349368,0.738700429,-0.532111166
6797,0,0,4.54,0,0.311681289,0.327467849,-0.217451312
6798,0,0,4.26,0,0,0.166453411,-0.094249061
6891,24,4.590909091,1.76,0,0.377923019,-0.297878475,-0.033911046
6892,49,9.954545455,1.48,0,0.887740659,0.029555465,0.121232336
6899,37,5.227272727,0.48,0,0.552971968,0.071146853,-0.021324033
6900,26,3.227272727,0.8,0,0.801155422,0.629188762,-0.391456574
6901,39,7.090909091,0.91,0,0,0.249732319,-0.15797098
6902,1,0.5,1.26,0,0.178103594,0.114222313,-0.054283771
6934,31,3.454545455,1.63,0,0,-0.471689722,-0.177672399
6935,18,3.363636364,2.32,0,0.34585958,1.485589131,-1.103602583
6937,26,3.954545455,2.73,0,0.356207187,1.2142364,-0.89597358
6938,11,2.181818182,2,0,0.617065609,-0.833384757,-0.197659528
6939,22,3.590909091,2.02,0,0.689893477,-0.843835587,-0.120559656
6941,49,9.863636364,1.39,0,0,0.971852923,-0.710510771
6942,55,13.36363636,1.12,0,0.356207187,1.467835189,-1.090017928
6943,27,3.363636364,0.97,0,0.327103576,1.334018889,-1.008961064
6944,57,10.22727273,1.14,0,0.585154957,-2.023621805,-0.235825488
6946,53,5.727272727,0.83,0,0.542121726,0.104330672,-0.24887837
6948,58,8.136363636,0.99,0,0.257155976,-1.31628731,-0.10755163
6952,2,0.136363636,2.95,0,0.353028415,0.175190578,0.345613584
6958,0,0,3.59,0,0.801466171,0.062092293,0.01433895
6959,10,1.136363636,3.28,0,0.606338224,0.303734841,0.193561965
6960,11,1.181818182,3.02,0,0.837876602,0.462141846,1.186118603
6967,27,2.818181818,1.26,0,0.356207187,-0.045527695,-0.015663699
6974,7,0.636363636,2.71,0,0.650521686,0.094209571,-0.038970765
6975,2,0.227272727,3.43,0,0.267155391,0.661162532,-0.472782055
6976,0,0,3.54,0,0.327103576,0.577146234,-0.408495913
6977,0,0,3.82,0,0.623362577,0.240804255,-0.151139558
6978,0,0,4.81,0,0.327103576,0.172305533,-0.098726887
6979,0,0,4.73,0,0.327103576,0.144304811,-0.077301777
6984,0,0,1.33,0,0,0.055155915,-0.005978297
7071,25,5.409090909,1.54,0,0.755846038,-0.38662691,-0.040328397
7078,23,5.863636364,0.58,0,0.647233735,0.157576829,-0.087457032
7081,10,0.954545455,0.74,0,0,0.330715326,-0.219936161
7102,31,3.818181818,2.36,0,0.327103576,0.526485095,-0.369731896
7103,19,2.409090909,2.81,0,0.577537454,3.598422383,-2.720263896
7113,17,2.590909091,1.4,0,0.479449255,-1.582882345,-0.126828971
7114,22,7.181818182,1.98,0,0,1.006041992,-0.736670973
7115,7,0.909090909,2.01,0,0.17292979,1.957542178,-1.464723477
7117,31,7,1.91,0,0.564575034,1.371441654,-1.016261185
7118,14,1.818181818,1.92,0,0.745788762,1.615353584,-1.139697184
7119,50,4.590909091,1.65,0,0.733364305,1.015044513,-0.717883697
7120,19,2.272727273,1.29,0,0.327103576,1.448711716,-1.05825921
7121,34,5.090909091,1.09,0,0,1.430053435,-1.05316342
7123,26,4.318181818,0.56,0,0.537958968,2.551929624,-1.905943309
7128,28,3.272727273,1.55,0,0.303096135,0.041559397,-0.00936648
7147,8,4.954545455,2.09,0,0.341655382,0.053883139,-0.008475357
7153,26,3.590909091,2.29,0.04,0.327103576,1.107867765,-0.995566631
7154,7,0.590909091,2.85,0,0.257155976,1.129764211,-0.831338607
7155,4,0.363636364,3.11,0,0.534310781,1.353634999,-1.002636196
7156,5,1.181818182,3.58,0,0.749427831,1.262573934,-0.912452435
7157,0,0,3.74,0,0.489784882,0.066869788,-0.018051382
7251,18,2.454545455,1.37,0,0.34585958,-0.140508823,-0.022531733
7256,1,0.0455,1.64,0,0,0.403360717,-0.275521708
7257,2,0.409090909,1.12,0,0.288983099,0.813793311,-0.589569443
7260,48,6.590909091,0.88,0,0.778919804,0.476017717,-0.318706831
7282,18,3.045454545,2.2,0,0.445839305,0.451658746,-0.312477561
7283,14,2.5,2.06,0,0.590499874,0.974345558,-0.712418042
7285,9,3.863636364,2.48,0,0.422274821,0.243758112,-0.15339974
7286,15,1.636363636,1.78,0,0.253642334,0.02693534,0.004893237
7292,34,4.636363636,1.85,0,0.698509487,-0.820424063,-0.071696031
7293,9,1.5,1.76,0,0.231542658,0.039991202,-0.009479875
7294,12,1.818181818,1.79,0,0.383985667,1.317742347,-0.975172475
7295,6,1.045454545,1.55,0,0.163551788,2.136701476,-1.601809499
7296,20,4.045454545,1.47,0,0.356207187,1.68867834,-1.258998882
7297,33,3.863636364,1.54,0,0.471304965,1.641567595,-1.222951495
7298,1,0.454545455,2.03,0,0.356207187,1.062438898,-0.799436025
7299,33,3.227272727,1.46,0,0.548918079,1.186151207,-0.842033237
7300,12,1.636363636,1.33,0,0.514585171,1.250905672,-0.924031541
7301,38,6.863636364,0.89,0,0,1.581895097,-1.177292321
7320,43,6.227272727,2.41,0,0.507810818,0.2723367,-0.175267011
7324,40,5.727272727,1.41,0,0,0.68676802,-0.492374421
7326,35,3.681818182,1.5,0,0.563174592,-0.117646665,-0.020878583
7333,52,9.136363636,2.78,0,0.542121726,1.604467672,-1.194564015
7334,14,1.909090909,3.16,0,0.288983099,2.054311271,-1.538767582
7335,11,1.363636364,3.31,0,0.69729694,0.658894101,-0.39810428
7336,3,0.818181818,3.6,0,0.542121726,0.18689469,-0.109889966
7337,0,0,3.79,0,0.356207187,0.418027822,-0.286744431
7342,2,0.0909,0.76,0,0.686306194,1.2775657,3.57456542
7432,30,3.363636364,0.79,0,0.445839305,-0.292668914,-0.033534346
7436,0,0,1.59,0,0,0.81169204,-0.587961628
7437,2,0.363636364,1.26,0,0.769005668,1.627893689,-1.205791832
7439,9,1.136363636,0.99,0,0.356207187,2.561661957,-1.926973431
7440,23,4.363636364,0.61,0,0.55334135,0.364592007,-0.245857335
7461,0,0,2.2,0,0.564575034,0.655141624,-0.468175081
7462,30,3.5,1.86,0,0.718788398,0.674335027,-0.477209602
7466,26,3.636363636,1.48,0,0.242592496,-0.224429545,-0.028599994
7467,51,7.5,1.11,0,0.257155976,-1.152708708,-0.095723352
7474,10,0.727272727,1.43,0,0.767971333,1.189796199,-0.877272848
7475,6,1.181818182,1.22,0,0.327103576,1.747343386,-1.30388719
7476,22,3.545454545,1.17,0,0.178103594,1.619762164,-1.206266791
7478,32,5.227272727,1.34,0,0.446836709,-1.312375975,-0.310866302
7479,50,6.590909091,1.16,0,0.534310781,-0.482818236,-0.229367927
7480,24,3.409090909,1.32,0,0.702066767,1.619013998,-1.063256291
7481,10,1.772727273,1,0,0.439195861,1.691656992,-1.261278036
7485,55,8.136363636,0.84,0,0.433188675,-0.380998638,-0.443934245
7489,9,0.454545455,2.36,0,0.229164588,0.072581837,0.045063731
7512,28,9.909090909,2.55,0,0.257155976,1.323066176,-1.069352818
7513,24,4.818181818,3.14,0,0.271060863,1.691771211,-1.261365432
7514,28,3.272727273,3.57,0,0.327103576,1.490960552,-1.107712594
7515,3,0.363636364,3.26,0,0.34864847,0.076840423,-0.025574574
7516,0,0,4.08,0,0.271060863,0.370976654,-0.250742629
7517,1,0.0909,3.95,0,0.178103594,0.943753196,-0.689009907
7521,0,0,1.19,0,0.575036246,2.926994524,8.405884741
7522,0,0,0.19,0,0.690453336,0.884898365,2.424408918
7588,1,0.136363636,3.78,0,0.339401165,0.058920488,0.005048462
7589,2,0.363636364,3.15,0,0.163551788,0.266764474,0.613841426
7590,23,3.363636364,2.86,0,0.683310763,0.206423641,0.437097921
7592,18,1.545454545,3.6,0,0.683310763,0.125441822,0.199895186
7594,9,0.863636364,2.5,0,0.319247352,0.155796437,-0.086094741
7601,9,2,2.53,0,0.488342455,-0.242561268,-0.029911089
7602,17,2.454545455,2.62,0,0.257155976,-0.309819985,-0.03477453
7603,21,4.727272727,3.06,0,0.831316287,-0.719837655,-0.064422683
7604,6,1.136363636,2.3,0,0.244171228,-0.04908227,-0.015920729
7612,31,3.272727273,0.7,0,0.222919653,0.046514893,-0.00900815
7613,45,8.772727273,0.54,0,0.589818155,-0.724887267,-0.066832403
7616,3,0.545454545,1.74,0,0.175911585,0.373044124,-0.25232458
7619,0,0,1.38,0,0.327103576,1.046182654,-0.754462307
7620,24,3.090909091,1.2,0,0.350945343,0.623265313,-0.443784515
7640,0,0,2.51,0,0,0.176556172,-0.101979318
7641,0,0,2.36,0,0.282287517,0.622398838,-0.443121521
7642,3,0.181818182,1.77,0,0.327103576,1.198369446,-0.883832777
7643,48,8.454545455,1.38,0,0.656095251,1.739786735,-0.206022829
7644,35,7.863636364,1.36,0,0.463271935,1.03694386,-0.544361497
7646,28,4.090909091,1.41,0,0.231542658,0.003138499,-0.218314234
7647,24,3.727272727,0.75,0,0.273069538,0.312495214,-0.449050758
7653,11,1,1.25,0,0.163551788,0.179750812,-0.104423737
7654,28,3,1.04,0,0.760369022,1.328971392,-0.983764523
7655,21,2.227272727,0.82,0,0.163551788,1.890320828,-1.413288204
7660,22,3.272727273,1.02,0,0.590499874,1.900483547,-1.370601444
7661,25,2.681818182,1.02,0,0.878391721,1.465387948,-0.832848194
7662,13,1.545454545,0.93,0,0.50520717,1.565824767,-1.066881397
7663,19,2.318181818,1.44,0,0.332550813,0.56682858,-0.569905341
7664,50,9.636363636,1.58,0,0.185379497,1.145864854,-0.95730373
7666,47,7.954545455,1.69,0,0.738383871,-0.193761619,0.37237228
7669,0,0,3.25,0,0.267155391,0.085252687,0.082177742
7693,30,4.772727273,2.59,0,0.244171228,1.002329507,-0.733830318
7694,1,0.272727273,2.9,0,0.327103576,1.538874479,-1.144374547
7700,0,0,1.19,0,0.458996581,0.842415537,2.299973051
7701,1,0.227272727,0.75,0,0.629875403,3.346003839,9.633199173
7702,0,0,0.65,0,0.694600478,2.534076345,7.254993498
7767,3,0.227272727,3.75,0,0.17292979,0.081142026,0.070137262
7768,5,0.636363636,3.7,0,0.67880233,0.229841668,0.505691343
7769,6,0.772727273,4.16,0,0.327103576,0.29609051,0.699739915
7770,12,1.772727273,3.32,0,0.327103576,0.509605827,-0.356171541
7771,3,0.363636364,3.86,0,0.105379048,0.343557129,-0.22976223
7773,0,0,2.69,0,0.356207187,0.215867923,-0.132059205
7774,9,2,2.59,0,0.638494704,2.7413566,-2.064469079
7775,34,6.181818182,2.07,0,0.684604601,0.464243399,-0.46745471
7780,36,6.5,1.59,0,0.594574033,-0.744562168,-0.066210499
7782,50,8.227272727,1.2,0,0.664752733,-1.262007215,-0.103626667
7783,50,11.81818182,2.05,0,0.757313525,-1.244372221,-0.102249559
7785,16,2.818181818,1.64,0,0,0.019500121,-0.010961574
7786,42,19.18181818,2,0,0.258039271,-0.021575555,-0.013931733
7791,39,5.590909091,1.03,0,0.378064711,-0.043436769,-0.015512506
7792,55,8.181818182,0.74,0,0.163551788,-0.528858466,-0.050613083
7794,38,7.272727273,0.98,0,0.547397611,-0.474628897,-0.046691772
7799,0,0,1.87,0,0.163551788,0.226162505,-0.045612672
7800,8,0.727272727,1.26,0,0.471978516,0.592740971,-0.420428425
7823,0,0,1.49,0,0.328047626,1.128113945,-0.827953673
7826,39,5.181818182,1.21,0,0.115771329,-0.390671084,-0.689461231
7828,37,7.318181818,1,0,0.218069051,1.260219478,-0.931158119
7832,8,0.590909091,1.02,0,0.387118359,0.091005097,0.099027047
7834,19,2.227272727,1.08,0,0.752766712,1.255355296,1.404383086
7840,42,3.863636364,0.58,0,0.356207187,1.060596692,-0.668290189
7842,51,7.090909091,1.22,0,0.519758975,1.966546521,-2.144374893
7874,5,0.545454545,2.66,0,0.327103576,0.246612299,0.152342316
7875,1,0.136363636,3.18,0,0.354080706,0.372473114,0.382345797
7876,0,0,3.77,0,0.327103576,0.067493348,0.030159107
7880,0,0,1.29,0,0.231542658,0.712002744,1.917982729
7881,0,0,0.7,0,0.356207187,0.739384993,1.9981877
7882,0,0,0.83,0,0.545172627,1.110865183,3.086285223
7947,2,0.181818182,3.72,0,0.34585958,0.113680024,0.165443867
7948,2,0.136363636,3.2,0,0.570721211,0.156223308,0.290056816
7949,7,0.636363636,2.88,0,0.327103576,0.140146368,0.24296607
7950,7,1.181818182,2.92,0,0.560179852,0.415879358,-0.131702589
7951,13,1.5,3.11,0,0,0.359386153,-0.24187401
7957,16,1.681818182,2.24,0,0.356207187,-0.013327426,-0.013335316
7958,22,3.090909091,1.81,0,0.327103576,0.032965658,-0.009987888
7959,40,8.136363636,1.84,0,0.622353513,-0.589094606,-0.054968725
7960,41,6.681818182,1.45,0,0.542121726,-0.590410282,0.017819513
7967,23,3.136363636,1.65,0,0.265111704,-0.058090052,-0.016572077
7970,33,3.318181818,1.34,0,0.684604601,-0.117473228,-0.020866042
7981,18,2.590909091,1.32,0,0.573699189,0.376186611,-0.218959261
7988,0,0,2.46,0,0.163551788,0.096792712,-0.040947289
8004,4,0.772727273,0.96,0,0.163551788,1.222500208,-0.902296738
8007,33,4.136363636,0.57,0,0.471260672,1.733787043,0.642149814
8013,6,1.909090909,1.92,0,0.488342455,-0.029532107,-0.014507067
8014,38,6.090909091,0.77,0,0.327103576,0.672603009,-0.342543932
8021,39,7.409090909,1.05,0,0.460109973,1.203946928,-0.774504193
8022,26,2.454545455,1.27,0,0.534310781,1.946982763,-1.484345828
8023,7,0.727272727,1.61,0,0,1.043679387,-0.776618568
8024,46,10,1.96,0,0,-2.245724046,-0.211615634
8025,20,4.863636364,1.77,0,0.494003155,-0.640712606,-0.058701194
8038,1,0.727272727,2.98,0,0,0.454628706,-0.314750064
8051,49,12.81818182,1.52,0,0.534310781,1.173119059,-1.076982705
8052,28,12.36363636,1.99,0,0.609457691,1.028690269,-0.905047644
8053,1,0.181818182,2.1,0,0.503605566,0.410192692,1.033955051
8054,8,0.818181818,3.14,0,0.550760319,0.078360451,0.06198979
8059,0,0,1.51,0,0,0.202453777,0.425469847
8060,0,0,1.25,0,0.115771329,0.796807117,2.166382054
8128,5,0.363636364,3.41,0,0.462640092,0.174952133,0.344915158
8129,16,1.181818182,2.63,0,0.642966986,0.207224969,0.43944508
8130,17,2.227272727,2.45,0,0.547245317,0.158283501,0.296091297
8131,18,2.090909091,1.84,0,0.163551788,0.041977582,-0.009336241
8132,52,5.409090909,1.56,0,0.684467047,-1.181535305,-0.097807787
8137,48,6.681818182,1.66,0,0.525443371,-1.019364707,-0.08608132
8148,35,6.772727273,1.14,0,0.238065104,-0.348341219,-0.037559979
8149,24,2.818181818,1.25,0,0.550115095,0.021904687,-0.010787701
8150,56,11.31818182,1.9,0,0.624329779,-1.259079515,-0.103414966
8159,57,5.681818182,1.52,0,0.412053225,0.59198688,-0.419851422
8160,20,1.590909091,1.4,0,0.327103576,0.070661291,-0.020952499
8161,28,4.863636364,1.03,0,0.554492307,1.789541871,-1.332873405
8162,22,2.227272727,1.47,0,0.247946424,1.168139814,-0.860702189
8163,15,1.454545455,1.23,0,0.542121726,0.17743934,-0.102655085
8167,0,0,2.34,0,0,0.683661631,-0.489997528
8168,2,0.227272727,2.08,0,0.327103576,0.989613826,-0.724100752
8185,6,0.863636364,0.46,0,0.364478202,0.155634583,-0.085970897
8186,58,10.04545455,0.36,0,0,0.132694577,0.221139132
8194,26,2.636363636,0.88,0,0.163551788,0.773464408,-0.558711268
8195,42,9.454545455,1.35,0,0.31216489,1.67901606,-1.251605665
8196,40,9.136363636,0.8,0,0.401023246,1.598435213,-1.189948202
8198,47,5.363636364,0.84,0,0.684604601,2.230583308,-1.682020723
8200,35,6.318181818,0.64,0,0.539421165,-0.216659106,-0.359225219
8202,28,4.045454545,1.59,0,0.683310763,1.283317833,-0.948832119
8203,4,0.545454545,1.7,0,0.167468308,1.588301647,-1.181494608
8204,3,0.863636364,1.65,0,0.17292979,0.277199931,-0.178988173
8206,1,0.0455,1.98,0,0.230775559,0.05452286,-0.00783257
8207,1,0.0455,2.03,0,0,0.255847831,0.581865638
8218,32,5.545454545,3.15,0,0,0.340321981,-0.227286815
8219,17,2.681818182,2.93,0,0.49113259,1.073466658,-0.671406535
8231,58,6.636363636,1.77,0,0.34585958,1.624496563,-1.312816835
8232,14,1.272727273,1.62,0,0.534310781,2.204391761,-1.653603584
8233,2,0.681818182,1.83,0,0.580660265,0.928315959,-0.677197908
8290,0,0,6.99,0,0,0.054359679,-0.008310542
8291,0,0,6.9,0,0.506961076,0.054445924,-0.008057923
8292,0,0,6.1,0,0,0.055177771,-0.005914279
8308,17,1.318181818,3.56,0,0.685404734,0.054418992,-0.008136809
8309,4,0.454545455,2.62,0,0.321483493,0.227796811,0.462128109
8310,17,2.545454545,2.22,0,0.534310781,0.172611658,0.964176464
8311,51,6.272727273,2.27,0,0.327103576,-1.366138787,-0.111156363
8330,39,10.36363636,1.47,0,0.356207187,-1.127496898,-0.093900299
8331,30,5.363636364,1.46,0,0.478075133,-0.240243866,-0.029743519
8334,39,4.727272727,1.29,0,0.327103576,0.032254773,-0.010039292
8339,0,0,1.46,0,0.623362577,0.992111382,-0.726011789
8340,33,3.227272727,1.1,0,0.423431276,1.405049574,-1.041976714
8341,6,0.454545455,0.87,0,0.350945343,1.765518511,-1.219580799
8342,32,3.772727273,0.52,0,0.495892847,0.962677489,-0.051469364
8343,27,3.227272727,1.15,0,0.627570857,0.229573255,0.042124065
8347,4,0.954545455,1.84,0,0,0.605263843,-0.43001046
8348,4,0.954545455,2.03,0,0.839006327,0.141229587,-0.07494873
8365,4,0.318181818,0.88,0,0.282287517,0.220726146,-0.135776536
8366,20,2.909090909,0.65,0,0.225140683,0.413762176,-0.283480517
8369,46,4.954545455,1.32,0,0.593819537,-0.19413766,-0.007450367
8370,31,6.545454545,1.8,0,0.327103576,-0.266255648,-0.031624417
8374,30,3.636363636,1.06,0,0,0.471072911,-0.327332557
8375,51,8.409090909,1.35,0,0.624329779,1.479398584,-1.098865807
8376,44,10,1.1,0,0.445839305,0.922567843,-0.672799663
8377,30,8.090909091,0.88,0,0.288983099,1.178395905,-0.868549768
8378,28,3.090909091,0.64,0,0.812380025,1.538863687,-1.026286499
8379,36,6.272727273,1.09,0,0.390330145,1.277640841,-0.944488297
8380,57,10.59090909,0.57,0,0.488342455,0.923825084,-0.673761657
8382,54,6.409090909,1.04,0,0.697862569,1.370072459,-0.501929724
8383,23,2.545454545,1.62,0,0.334936616,1.294048228,-0.494232885
8384,18,1.5,1.19,0,0.34585958,0.064442622,-0.016194205
8386,3,0.363636364,1.64,0,0.282287517,0.078567453,0.062596117
8387,0,0,2.01,0,0,0.077168218,0.058497637
8400,9,1.090909091,2.85,0,0.292129776,0.138427101,0.237930188
8403,51,8.681818182,1.56,0,0.564575034,-0.800093314,-0.070225926
8405,38,6.363636364,1.79,0,0.534310781,-0.015035333,0.274045129
8407,48,9.045454545,1.44,0,0.519976259,0.469010184,-0.770416159
8411,34,7.954545455,0.94,0,0.327103576,-0.208218526,-0.529450686
8412,24,3.545454545,1.24,0,0.257155976,1.708477907,-1.274148773
8413,5,0.636363636,1.77,0,0.657714965,1.303274389,-0.964102133
8414,2,0.227272727,2.16,0,0,0.200129423,-0.116484458
8415,2,0.136363636,3.95,0,0.542121726,0.63374792,1.688767601
8471,0,0,6.69,0,0.657714965,0.113081914,0.163691949
8487,0,0,3.67,0,0.488342455,0.119451668,0.18234951
8488,11,0.818181818,3.02,0,0.70715253,0.251404074,0.568849491
8489,21,3.227272727,2.49,0,0,-0.432172752,-0.043621792
8490,40,5.863636364,2.15,0,0.516078542,-1.328747743,-0.108452638
8491,47,5,1.63,0,0.54373972,-1.525764653,-0.122698822
8495,56,12.22727273,0.9,0,0.554492307,-1.979098326,-0.155479132
8498,54,7.318181818,0.65,0,0.222919653,0.054307347,-0.008444682
8503,56,5.590909091,0.61,0.43,0.332632308,0.313600467,-0.206840508
8516,40,5.409090909,1.73,0,0.534310781,-0.044550796,0.165395881
8517,56,7.318181818,2.07,0,0.346529092,1.213472346,-0.895388954
8519,1,0.136363636,1.58,0,0.356207187,1.466818223,-1.089239784
8520,4,0.5,1.26,0,0.519758975,3.648661892,-2.758705297
8521,58,4.863636364,0.87,0,0.327103576,1.681382189,-1.13451812
8522,19,3.409090909,0.28,0,0.651517563,1.768583575,-1.158173566
8524,7,0.363636364,1.54,0,0.445839305,0.147521436,-0.039079177
8525,3,0.272727273,1.24,0,0.350945343,0.487048654,-0.3395566
8526,3,0.636363636,1.25,0,0,1.138791518,-0.838245966
8527,11,1.181818182,1.44,0,0.245566295,1.078692164,-0.792260179
8528,6,0.818181818,1.79,0,0.419503164,0.576074729,-0.407676038
8544,5,0.636363636,1.24,0,0.534310781,0.095050453,-0.039614177
8545,47,10.45454545,0.89,0,0.564575034,0.296580523,-0.19381748
8546,25,2.772727273,0.93,0,0.450281365,0.914449349,-0.792484911
8547,20,2.454545455,1.95,0,0,-0.942755293,-0.080541735
8548,39,7.681818182,0.58,0,0.336740346,-0.58212557,-0.054464798
8551,38,7.590909091,0.83,0,0.684604601,-0.28634668,-0.033077188
8554,4,1.5,1.37,0,0.178103594,0.071779594,-0.002372074
8555,4,2.590909091,1.4,0,0.288983099,0.49316519,-0.344236746
8556,2,0.318181818,1.06,0,0.222919653,0.255712595,-0.162546865
8557,10,1.454545455,0.72,0,0.801466171,0.192962757,0.178827973
8561,28,6.090909091,0.13,0,0.488342455,0.09097133,-0.032616143
8564,2,0.272727273,0.92,0,0.432809278,0.162848738,0.30946327
8565,16,1.181818182,0.91,0,0.575754976,0.055662036,-0.004495827
8581,17,2.090909091,2.63,0,0.655961059,0.359710261,0.886087656
8582,9,1.045454545,2.12,0,0.178103594,0.056839947,-0.001045624
8584,11,6.863636364,1.67,0,0.156551985,0.255247333,0.580106728
8585,36,4,2.04,0,0.288983099,0.118445647,0.179402787
8591,16,2.045454545,1.02,0.11,0.163551788,1.062595799,-0.97167104
8592,16,1.454545455,1.03,0,0.658841438,1.607740044,3.068469273
8595,0,0,3.02,0,0.271060863,0.054314554,-0.008442718
8599,1,0.0455,1.92,0,0.610404115,0.11094948,0.157445866
8667,0,0,2.16,0,0.244171228,0.109428356,0.152990363
8668,0,0,2.11,0,0.353576265,0.07631313,0.055993011
8669,10,2.181818182,2.46,0,0,-0.262907251,-0.031382296
8670,23,4.272727273,2.2,0,0.258039271,-0.83665937,-0.072869997
8671,22,2.818181818,2.04,0,0.327103576,0.633822928,-0.900457994
8684,44,10.22727273,1.25,0.14,0.488342455,0.040750032,-0.020567061
8693,19,1.772727273,1.83,0,0.356207187,0.056342939,-0.002501402
8694,6,0.5,2.23,0,0.473566171,1.049920653,2.907773438
8695,34,4.409090909,2.46,0,0.327103576,0.534373312,1.397690801
8696,53,6.545454545,2.06,0,0.470969786,0.117500675,0.176634881
8698,6,0.409090909,1.59,0,0,0.249554966,-0.157835276
8699,3,0.454545455,1.35,0,0.396172644,1.593412521,-1.186105025
8700,4,0.545454545,1.01,0,0.288983099,1.296168475,-0.958664952
8701,15,1.636363636,0.8,0,0.445839305,0.668985649,-0.851792128
8704,58,7.772727273,0.73,0,0.675715271,3.624638399,-2.739903079
8705,6,0.454545455,1.48,0,0.348402462,1.161169251,-0.855368574
8706,9,1.454545455,1.02,0,0.302399489,1.385450564,-1.026980281
8707,8,1.545454545,1.21,0,0.49113259,1.278727656,-0.945319887
8708,1,0.181818182,1.46,0,0.267155391,0.941101604,-0.686981007
8709,15,1.545454545,1.25,0,0.574437603,0.552587481,1.451041672
8713,0,0,1.38,0,0,0.061775513,-0.014153432
8714,0,0,1.66,0,0.356207187,0.089897487,-0.035671319
8716,0,0,2.74,0,0.128577988,0.208075243,-0.126096537
8719,2,0.181818182,2.26,0,0,0.334415778,-0.213701778
8720,3,0.409090909,2.58,0,0,0.091213206,-0.023875616
8723,1,0.0455,1.49,0,0,0.598403541,-0.424761213
8724,0,0,1.24,0,0.534310781,1.051758761,-0.771651742
8725,37,6.5,0.73,0,0.322576691,0.702252504,-0.503436342
8726,26,4.863636364,0.7,0,0.327103576,0.400000037,-0.239063774
8727,36,3.409090909,0.82,0,0,0.005228405,-0.053187057
8735,17,1.181818182,1.85,0,0.144491549,0.042207441,-0.00931962
8736,3,0.5,1.13,0,0,0.097186639,-0.043354821
8737,2,0.181818182,1.12,0,0.534310781,1.117559319,-0.821999879
8740,14,2.045454545,0.8,0,0.350945343,0.068228662,0.032312906
8741,14,1.181818182,0.96,0,0.572304122,0.245678891,0.552079935
8742,20,3.454545455,1.43,0,0.283268168,1.173567557,2.389329646
8743,55,8.090909091,1.07,0,0.673609559,1.155485135,0.375592403
8744,46,4.545454545,0.44,0,0.519758975,0.150668177,0.273785355
8745,18,1.136363636,0.63,0,0.342399387,0.785434146,2.133069643
8747,12,1.409090909,1.33,0,0.519758975,0.37788153,0.93931287
8751,7,1,2.72,0,0.272215138,0.066924711,0.028493521
8752,2,0.136363636,2.76,0,0.288983099,0.395515354,0.99096386
8753,13,2.818181818,3.38,0,0.484785175,0.068539603,0.033223679
8755,20,1.636363636,2.72,0,0,0.055446044,-0.005128484
