ori,ori,trip,f_size,cluster,mrt_km_o,cycle_km_o,smooth_entro_o,ori_far_pc1,ori_far_pc2
1865,1865,46,6.0,0,1.31,0.0,0.327103576,0.08781795052284658,0.08969162119352206
1866,1866,404,96.59090909,2,0.88,0.0,0.542121726,0.19783066539680372,0.6445888004562185
1867,1867,202,59.36363636,2,1.09,0.0,0.4452589840000001,-0.1249004610918994,0.8299313152266932
1868,1868,143,26.68181818,1,0.96,0.0,0.6664704579999999,-1.2503328972133492,0.0971810411131746
1869,1869,112,17.59090909,1,1.23,0.0,0.7655802190000001,-1.7271201633385376,-0.13725872890924154
1870,1870,83,13.27272727,1,1.57,0.0,0.621735532,-1.024036416636266,-0.08641912865240185
1871,1871,90,17.95454545,1,0.99,0.0,0.518689659,-1.1159777952109051,-0.09306735933007214
1872,1872,740,117.0909091,3,0.5,0.0,0.592906072,-0.9234647480368886,-0.07914684643461813
1873,1873,327,57.31818182,2,0.65,0.0,0.3510333835,-1.0894303422968368,-0.18304936180190765
1874,1874,236,56.59090909,2,1.15,0.0,0.14449154949999998,-2.4858700427083367,-0.2436767807907776
1875,1875,139,30.0,1,1.31,0.0,0.26715539050000003,-0.7065548469625074,-0.06346221040925727
1879,1879,41,5.909090909,0,1.12,0.00362,0.234085202,0.05411880004331493,-0.008458316035256533
1880,1880,34,10.90909091,0,1.68,0.05,0.455552625,0.2417723348274756,-0.032780386097438566
1881,1881,163,43.45454545,1,1.72,0.0,0.653264021,1.6098468113030568,-0.26014568927866843
1882,1882,13,1.227272727,0,1.84,0.0,0.327103576,0.4657966101409002,-0.3232953281664221
1883,1883,132,22.45454545,1,1.56,0.0,0.0,0.1156115843496745,-0.06743282338595873
1885,1885,101,15.63636364,1,1.84,0.0,0.60843702,0.2807510764793201,0.6548093915516497
1886,1886,255,64.63636364,2,2.03,0.0,0.163551788,0.6192962160892345,1.6464373119176827
1887,1887,26,3.318181818,0,2.08,0.0,0.17810359350000002,0.1159581186634692,0.17211660134296067
2040,2040,230,29.27272727,2,1.51,0.0,0.44872197,0.11859318266462215,0.1798349311305498
2041,2041,55,10.0,0,1.19,0.0,0.816598298,-0.11327360958759965,-0.020562369402413336
2042,2042,17,7.681818182000001,0,1.45,0.0,0.245566295,-0.046782251173790715,-0.015754415729543506
2043,2043,40,18.95454545,0,1.62,0.0,0.79365534,-0.7252495893671911,-0.06481401698310661
2044,2044,73,12.0,1,1.36,0.0,0.597509517,-0.33102002452002466,-0.03630749328622885
2045,2045,161,35.13636364,1,0.89,0.0,0.3080433375,-0.08949567831682508,-0.0188430002285266
2046,2046,128,32.90909091,1,0.57,0.0,0.5430894435,0.051651020545645784,-0.008636759817767488
2047,2047,283,60.77272727,2,1.02,0.0,0.35620718700000004,-0.3758186053486024,0.15365606472540774
2048,2048,142,16.04545455,1,0.87,0.0,0.33323522899999997,-0.9002524970868891,-0.07746838129459102
2049,2049,115,14.36363636,1,1.34,0.0,0.35620718700000004,-0.8799050936364118,-0.07599707170659542
2050,2050,210,23.90909091,2,1.41,0.0,0.624329779,-1.1590696732261774,-0.007534250902948662
2051,2051,241,43.86363636,2,0.78,0.0,0.34585958,-0.9728632605309822,-0.08271882579022355
2052,2052,1174,183.9090909,3,0.74,0.0,0.609309046,-1.0307388639961317,-0.08690377894636238
2053,2053,266,38.36363636,2,0.64,0.0,0.34585958,-0.9973281890162272,0.046495031245429565
2054,2054,60,8.772727273,1,0.9,0.0,0.254215201,0.0336825855320732,-0.009936047502365104
2060,2060,1,0.0909,0,1.74,0.0,0.2277763125,0.3249915768007869,-0.1994461303884296
2061,2061,30,7.1363636360000005,0,1.79,0.0,0.7608345990000001,1.0871770827867533,-0.7624562223729029
2062,2062,6,2.409090909,0,2.17,0.0,0.163551788,0.7403520720254511,-0.5333749418408149
2063,2063,158,39.13636364,1,1.63,0.0,0.163551788,4.710066611939723,-3.5708526566111907
2064,2064,124,19.86363636,1,1.71,0.0,0.564575034,0.26124954829132924,0.2455078057111092
2065,2065,179,22.04545455,1,1.39,0.0,0.35620718700000004,-0.19799369105186448,-0.0265138832012155
2066,2066,357,83.59090909,2,2.06,0.0,0.35083126950000004,-1.4040364598232302,-0.1138967234393966
2067,2067,128,27.86363636,1,1.99,0.0,0.35620718700000004,0.05345034022679825,-0.008506651998104317
2212,2212,0,0.0,0,3.35,0.0,0.466380883,0.06372001647977192,0.01910669344124028
2213,2213,0,0.0,0,3.04,0.0,0.327103576,0.054383155331876,-0.008241778356354288
2214,2214,0,0.0,0,2.42,0.0,0.0,0.054864007839829636,-0.006833319877185761
2215,2215,9,0.909090909,0,2.09,0.0,0.6553626020000001,0.06733364783184062,0.029691331421127714
2221,2221,51,10.45454545,0,0.93,0.0,0.408299149,0.028909290802578345,-0.010281201827285659
2222,2222,45,8.0,0,0.79,0.0,0.0,-0.19133587232689125,-0.1544355427296799
2223,2223,6,1.590909091,0,2.05,0.0,0.7755853495,-0.3646869595673895,-0.03874193090153311
2224,2224,11,1.5,0,1.71,0.0,0.47685835200000004,-0.10049839426921814,-0.019638600586781074
2225,2225,226,59.90909091,2,1.32,0.0,0.288983099,-0.9752174169876971,-0.08288905355293727
2226,2226,231,21.63636364,2,0.71,0.0,0.544057161,0.5512861614393018,1.4472299945885936
2227,2227,625,69.63636364,3,0.25,0.0,0.626230952,0.4618694502313955,1.1853207334388596
2228,2228,255,33.09090909,2,1.26,0.0,0.0,-1.6368820420509282,-0.13073365983218185
2229,2229,104,14.72727273,1,1.38,0.0,0.481465348,-0.7813136171850751,-0.06886797609739179
2230,2230,190,25.81818182,2,1.62,0.0,0.600127747,-1.1765103671789263,0.11219183412507776
2231,2231,78,10.18181818,1,1.15,0.0,0.542121726,-1.1343581542596386,-0.09439643301581406
2232,2232,204,18.04545455,2,0.92,0.0,0.605541264,-1.0006905722056048,-0.08473100344103103
2233,2233,303,36.68181818,2,0.89,0.0,0.3637334265,-0.7901902110419797,-0.06950983773257265
2240,2240,2,0.318181818,0,1.9,0.0,0.0,0.2170953533460723,-0.13299838929232646
2241,2241,67,11.77272727,1,1.88,0.0,0.38041729950000003,1.3563212293545661,-1.0046915993890624
2242,2242,171,37.22727273,1,1.73,0.0,0.331954178,0.30999634622806915,-0.4787162089983741
2243,2243,177,48.5,1,1.38,0.0,0.327103576,0.4122336393684269,-0.8933779381376415
2244,2244,224,32.27272727,2,0.97,0.0,0.564575034,-0.8023267026561157,-0.07038742078733269
2245,2245,180,25.22727273,1,1.03,0.0,0.53290943,-0.9006837841475878,-0.07749956742549606
2246,2246,181,30.59090909,1,1.89,0.0,0.7016625390000001,-1.827401030051865,-0.14450998340207782
2247,2247,210,41.68181818,2,1.67,0.0,0.49113259,-0.382645025676082,-0.04004046881630365
2248,2248,120,16.63636364,1,1.46,0.0,0.35385363,0.09294847841588827,0.10471938000529817
2249,2249,8,1.090909091,0,1.81,0.0,0.0,0.05837960335474216,0.003464162678073373
2384,2384,0,0.0,0,5.9,0.0,0.542121726,0.057353270789142215,0.00045794605123741387
2392,2392,3,0.181818182,0,3.24,0.0,0.442390103,0.08758474470952649,0.08900854124753217
2402,2402,204,33.40909091,2,0.37,0.0,0.339608202,-0.8609221765949185,-0.07462442738275081
2403,2403,123,43.04545455,1,0.98,0.0,0.7575153590000001,-0.9710838705164692,-0.08259015907382862
2404,2404,131,19.95454545,1,1.38,0.0,0.35620718700000004,-0.16046220296736444,-0.023974550718454703
2405,2405,196,28.59090909,2,0.98,0.0,0.32259514300000003,-0.5332770184850277,-0.05093258563199906
2406,2406,139,18.40909091,1,0.74,0.0,0.572217788,-1.0405329627064577,-0.08761198485447003
2407,2407,448,44.36363636,2,0.72,0.0,0.632742173,-1.2183389435909782,-0.1004690378497118
2408,2408,172,21.90909091,1,1.33,0.0,0.17292979,-1.4193905675228833,-0.11500697054923535
2409,2409,167,22.68181818,1,1.64,0.0,0.35620718700000004,-1.7409779715725222,-0.13826077942506734
2410,2410,181,25.68181818,1,1.74,0.0,0.559943361,-1.4846910324337288,-0.11972881136581605
2411,2411,113,14.5,1,1.53,0.0,0.55334838,-0.9243596420549106,-0.13385225522322394
2412,2412,242,29.77272727,2,1.11,0.0,0.601773482,-1.0779572196247498,-0.090318112354301
2413,2413,206,37.5,2,1.74,0.0,0.381607273,0.04476743830760662,-0.00913450787546105
2420,2420,8,0.954545455,0,2.11,0.0,0.0,0.054317204826685284,-0.008446612682742344
2421,2421,56,13.04545455,0,1.81,0.0,0.0,0.1213681108739458,-0.059751468693399985
2422,2422,173,57.54545455,1,1.41,0.0,0.663908356,-2.005446016389345,-0.15738431875058784
2423,2423,170,34.68181818,1,1.27,0.39,0.592906072,-1.9550448376934009,-0.15373983715164058
2424,2424,126,22.59090909,1,0.83,0.27,0.519758975,-0.2705966677827984,-0.009753288670372057
2425,2425,153,18.95454545,1,0.98,0.53,0.266454715,-1.9273067929015355,-0.15173411434018455
2426,2426,128,18.63636364,1,1.22,0.15,0.6749999879999999,-1.685840806549941,-0.13427384125135575
2427,2427,224,39.36363636,2,1.19,0.12,0.720457448,-1.2767393751291511,-0.05640808660409944
2428,2428,149,27.77272727,1,1.56,0.0,0.35620718700000004,0.06539462640237066,0.19932843548787596
2429,2429,26,3.5909090910000003,0,1.77,0.0,0.163551788,0.059094257905545275,0.00555744751096022
2576,2576,0,0.0,0,1.86,0.0,0.17547267149999998,0.07639086567016279,0.0562207038400207
2577,2577,11,2.0,0,0.89,0.0,0.0,0.2679533594397196,0.6173237742775851
2581,2581,27,9.045454545,0,1.01,0.0,0.0,-0.2749509136596394,-0.032253166619927075
2582,2582,629,155.63636359999995,3,1.27,0.0,0.679216404,-0.63398521099866,-0.05821473981917294
2583,2583,330,112.7272727,2,1.18,0.0,0.6904389679999999,-1.2559998902610494,-0.10319228025572832
2584,2584,192,52.45454545,2,1.37,0.0,0.7730176459999999,-1.5570945233720117,-0.124964268100191
2585,2585,98,17.09090909,1,1.37,0.0,0.35620718700000004,-0.8342688706188712,-0.1072619153791834
2586,2586,99,17.27272727,1,1.24,0.0,0.600378415,0.4915502749038103,-0.7717951814473477
2587,2587,163,26.31818182,1,0.96,0.0,0.57912684,0.3239759351145589,-0.5132224728019794
2588,2588,118,14.13636364,1,1.22,0.0,0.34585958,-0.921136405114192,-0.07897848523439706
2589,2589,198,26.36363636,2,1.52,0.0,0.580827454,-1.493954908023328,0.3964896409231241
2590,2590,232,41.27272727,2,1.79,0.0,0.519758975,-1.5461887755027222,0.013945511379144649
2591,2591,105,17.81818182,1,1.9,0.0,0.564575034,0.8897600315777099,-0.8983846274444592
2602,2602,176,39.31818182,1,1.29,0.0,0.73575411,-0.8566946158978578,-0.0579939431237782
2603,2603,168,26.18181818,1,1.05,0.44,0.519758975,-1.7293588735586145,0.0786557590235128
2604,2604,219,27.90909091,2,0.47,0.23,0.412053225,-2.2969511301823653,-0.17846289371064508
2605,2605,1278,161.86363640000005,3,1.27,0.34,0.383340976,-1.4558462412347826,-0.06818701713924394
2606,2606,244,32.90909091,2,1.06,0.6,0.684604601,-1.5183143537331638,-0.08100209748298075
2607,2607,238,39.68181818,2,1.07,0.3,0.481465348,-1.6168522752527579,-0.1180706661913848
2608,2608,186,29.90909091,1,1.29,0.26,0.5254433705,-0.37103307749330544,-0.03920081520948305
2761,2761,11,1.727272727,0,1.24,0.0,0.0,-0.2755153373335435,-0.03229397978634052
2762,2762,189,25.31818182,2,1.36,0.0,0.587527233,-2.3184946536547235,-0.03722819200352419
2763,2763,95,15.04545455,1,1.42,0.0,0.6233625770000001,0.6034099058844735,-0.4186319672812217
2764,2764,51,8.772727273,0,1.98,0.0,0.49113259,0.35182471088982364,-0.8202971760504955
2765,2765,79,9.590909091,1,1.79,0.0,0.791519175,0.8776030439883116,-0.7153548063274232
2766,2766,48,7.363636363999999,0,1.68,0.0,0.327103576,0.4296270051733888,-0.2956196935745109
2767,2767,50,5.363636364,0,1.91,0.0,0.542121726,0.469307879724842,-0.3259820208755668
2768,2768,50,7.1363636360000005,0,1.7,0.0,0.684604601,-0.02335734671844229,-0.014060573731132285
2769,2769,187,27.95454545,1,2.21,0.0,0.7899837740000001,-2.1314687506128394,-0.1664969535700491
2770,2770,87,21.86363636,1,2.36,0.0,0.638494704,-0.6526583530863719,-0.05956498448594446
2781,2781,9,1.954545455,0,1.59,0.0,0.564575034,0.6109401549589071,-0.4124993578849553
2782,2782,115,19.13636364,1,1.09,0.0,0.6287935,-1.4126478207640307,-0.11693460639861768
2783,2783,81,10.18181818,1,0.97,0.28,0.35620718700000004,-0.9389409766555148,0.05808513162707354
2784,2784,293,47.95454545,2,0.94,0.0,0.583557621,-2.011247618353268,-0.15780382940785814
2785,2785,1440,158.5454545,3,0.34,0.08,0.766681952,0.4131719801204629,1.3834451281504188
2786,2786,258,32.22727273,2,0.69,0.25,0.46145282,-0.18033828752242176,-0.025411779495524003
2787,2787,140,19.68181818,1,1.01,0.15,0.436138101,-1.2520451075572594,-0.10290631208663553
2788,2788,241,50.36363636,2,1.57,0.0,0.694679554,-1.4138554342870064,-0.11460672809959807
2789,2789,136,22.31818182,1,2.18,0.27,0.6833107629999999,-1.7366815199664551,-0.13795010536497154
2790,2790,75,21.5,1,2.09,0.0,0.7201733579999999,-0.7660401188867004,-0.06776355780916525
2938,2938,53,10.59090909,0,0.32,0.0,0.462880757,0.062942663768705,0.016829760287940896
2939,2939,1,0.0909,0,0.61,0.0,0.0,0.06511925135969239,0.0232051731171792
2941,2941,5,0.454545455,0,1.65,0.0,0.0,-0.19934482785234714,-0.0267861320064037
2942,2942,18,3.409090909,0,1.6,0.0,0.755498357,-1.139213257536802,-0.0947475028719648
2943,2943,3,0.454545455,0,2.66,0.0,0.31168128850000004,0.2856230834857544,-0.20624107004673206
2944,2944,3,0.363636364,0,2.69,0.0,0.245566295,0.6767525868498317,-0.4847109845337022
2946,2946,1,0.13636363599999998,0,2.04,0.0,0.163551788,0.07621096180293957,-0.025198900092659328
2947,2947,2,0.318181818,0,2.12,0.0,0.271060863,0.06018934482347672,-0.012939755501684351
2960,2960,0,0.0,0,2.08,0.0,0.288983099,0.12808073707200635,-0.06488772024982367
2961,2961,46,12.27272727,0,1.66,0.0,0.7565391159999999,1.3526845713575306,-0.9852241867175924
2962,2962,73,12.13636364,1,1.46,0.0,0.770112166,-1.1355744880662269,-0.09448438544651078
2963,2963,55,9.545454545,0,1.18,0.0,0.532754914,-1.6278332980273384,-0.13007935011282978
2964,2964,127,19.04545455,1,1.27,0.0,0.43627036,-2.3692387294243598,-0.18368997037999946
2965,2965,155,14.63636364,1,1.01,0.0,0.601805726,-0.3861899554074824,-0.04029680074166568
2966,2966,152,16.81818182,1,0.88,0.18,0.495892847,-0.12927405510061707,-0.0217193528451804
2967,2967,175,27.59090909,1,1.13,0.18,0.6032190700000001,0.08152450219669602,0.07125756810747685
2968,2968,159,41.86363636,1,1.49,0.33,0.288983099,-1.0378725304615826,-0.08741961045743082
2969,2969,236,81.45454545,2,1.79,0.27,0.6812117409999999,-1.2865999561641346,-0.16274538623645962
2970,2970,51,16.77272727,0,2.31,0.0,0.6736095590000001,-0.3596921394568829,-0.39687287330924864
3113,3113,14,1.636363636,0,4.23,0.0,0.350945343,0.1407780003804822,0.2448161761149736
3114,3114,0,0.0,0,4.42,0.0,0.17810359350000002,0.14384191354792386,0.2537906421076418
3116,3116,8,0.681818182,0,0.54,0.0,0.2229196525,0.2411039613778896,0.5386795710442723
3117,3117,1,0.954545455,0,0.31,0.0,0.17810359350000002,0.3355125930489853,0.8152105978860174
3120,3120,0,0.0,0,2.18,0.0,0.0,0.08579683347407258,0.08377159499494356
3141,3141,21,2.454545455,0,2.08,0.0,0.564575034,0.36570597458898974,-0.2467097016964903
3143,3143,63,9.409090909,1,1.01,0.0,0.35620718700000004,-0.05329354393534096,-0.01622524373930069
3144,3144,195,31.18181818,2,0.97,0.0,0.288983099,-1.8012159383811897,-0.14261655377940508
3145,3145,245,29.36363636,2,0.89,0.16,0.65711005,-0.3676564778057397,-0.03895665513730321
3146,3146,337,55.68181818,2,1.14,0.0,0.642244218,-1.177585485154161,-0.0975221776133183
3147,3147,287,50.95454545,2,1.46,0.23,0.7703000390000001,-0.4070704970521156,0.24524473528419746
3148,3148,175,30.04545455,1,1.66,0.35,0.486146931,-0.9593225078571092,-0.08173970138812303
3149,3149,153,46.86363636,1,1.75,0.28,0.782808242,-0.9606960784865176,-0.20546070065547767
3150,3150,51,10.40909091,0,2.07,0.15,0.594574033,0.3463594908345079,-0.6541593419202848
